"protein","organism","ref","abbrv","chains","Ala","Cys","Asp","Glu","Phe","Gly","His","Ile","Lys","Leu","Met","Asn","Pro","Gln","Arg","Ser","Thr","Val","Trp","Tyr"
"bisonR","Chloroflexi",2493,"309801(1008)",1,23.66,2.06,10.55,14.98,7.73,16.63,4.79,10.78,5.55,24.55,4.34,4.85,12.63,8.23,18.14,9.38,10.97,16.83,3.84,6.29
"bisonR","Cyanobacteria",1134,"321327(63)",1,24.5,2.33,11.74,15.64,8.3,17.51,4.93,11.46,7.32,26.54,4.24,6.71,13.26,10.18,18.97,11.52,12.07,17.67,4.59,7.49
"bisonQ","Chloroflexi",19149,"357808(12210)",1,24.64,1.98,11.33,11.99,7.27,16.25,4.69,12,4.32,23.16,4.48,5.48,11.95,8,17.32,10.29,11.88,16.21,3.36,5.8
"bisonQ","Cyanobacteria",15593,"321332(9106)",1,20.5,2.39,9.34,12.85,7.22,16.2,4.42,10.34,6.49,25.29,3.7,5.61,12.34,11.91,15.03,11.45,10.29,14.96,3.9,5.75
"bisonQ","Proteobacteria",8135,"1177927(1539)",1,20.1,2.07,9.97,11.73,7.57,14.98,4.38,10.85,7.57,21.44,4.77,6.57,9.59,8.16,13.13,10.92,10.7,14.54,3.11,5.57
"bisonQ","Acidobacteria",5209,"981222(4598)",1,29.91,2.82,12.79,16.45,10.8,20.73,5.65,13,8,29.43,4.97,7.67,15.47,10.46,21.31,13.33,16.05,20.76,4.05,7.47
"bisonQ","Firmicutes",4474,"635013(127)",1,20.9,2.08,9.84,13.97,7.1,15.12,4.75,11.36,7.2,22.09,4.3,5.71,10.98,8.59,15.91,9.5,10.59,15.65,2.69,6.2
"bisonQ","Bacteroidetes",3036,"518766(252)",1,19.8,1.88,9.59,13.26,8.67,15.89,4.63,11.69,7.92,22.48,3.85,6.88,11.63,8.76,14.7,11.37,11.74,14.56,3.58,7.91
"bisonQ","Chlorobi",2477,"517418(2056)",1,19.19,1.92,10.14,15.02,9.67,13.54,4.47,13.87,12.31,22.61,4.62,7.55,9.05,8.33,12.95,12.77,11.63,14.52,2.07,6.89
"bisonP","Chloroflexi",17557,"357808(7686)",1,24.53,2,11.31,12.29,7.5,16.43,4.76,12.52,4.62,23.98,4.53,5.81,12.17,8.47,17.26,10.64,12.15,16.46,3.46,6.09
"bisonP","Proteobacteria",8385,"1177927(1591)",1,20.39,2.1,9.96,11.78,7.61,15.02,4.34,10.83,7.5,21.69,4.82,6.55,9.79,8.38,13.2,10.97,10.7,14.84,3.14,5.7
"bisonP","Cyanobacteria",8158,"321327(4146)",1,20.52,2.24,9.04,12.7,6.88,15.38,4.12,9.64,6.06,24.47,3.48,5.34,11.86,11.05,14.97,10.58,9.66,14.54,3.75,5.69
"bisonP","Firmicutes",5590,"635013(184)",1,23.2,2.16,10.69,15.13,7.4,16.46,5.05,12.02,7.24,24.15,4.57,5.91,12.16,9.27,17.61,9.61,11.47,17.25,2.86,6.51
"bisonP","Acidobacteria",3500,"981222(2912)",1,23.18,2.25,10.04,13.44,8.45,16.16,4.58,10.46,6.55,23.16,4.05,5.96,11.96,8.28,17.07,10.47,12.17,16.09,3.21,6.06
"bisonP","Bacteroidetes",2373,"518766(313)",1,20.59,2.07,9.62,13.47,8.31,16.26,4.7,11.13,7.19,23.09,3.96,6.57,11.74,8.67,15.67,11.07,11.54,15.32,3.85,7.75
"bisonP","Deinococcus-Thermus",2181,"498848(834)",1,19.19,1.39,7.44,12.94,6.43,14.75,3.9,6.91,5.96,21.84,3.19,3.85,10.87,6.33,14.53,7.71,7.84,13.35,2.84,5.34
