name,GfPrTr,HfPrTr,SPrTr,VPrTr,k0,k1,k2,k3,k4,k5,k6,v1,v2,v3,v4,Tlambda,Tref,dTdP,l1,l2,DtH,Tmax,Tmin,d0,d1,d2,d3,d4,Vad
sudoite,NA,-8655273,390.5,20.51,1115.84,-8507.5,-19777440,2959147000,0,0,0,2.6451,0,-0.182,0,,,,,,,,,,,,,,
