name,GfPrTr,HfPrTr,SPrTr,VPrTr,k0,k1,k2,k3,k4,k5,k6,v1,v2,v3,v4,Tlambda,Tref,dTdP,l1,l2,DtH,Tmax,Tmin,d0,d1,d2,d3,d4,Vad
Fe-amesite,NA,-7607460,514.8,20.9,1219.81,-10021.5,-14439720,2392326000,0,0,0,2.6451,0,-0.182,0,,,,,,,,,,,,,,
