name,abbrv,formula,state,ref1,ref2,date,model,E_units,G,H,S,Cp,V,a1.a,a2.b,a3.c,a4.d,c1.e,c2.f,omega.lambda,z.T
calcite,Cal,CaCO3,cr,Ber88,NA,2017-10-01,Berman,J,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chrysotile,Ctl,Mg3Si2O9H4,cr,Ber88,NA,2017-10-01,Berman,J,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clinochlore,Chl,Mg5Al2Si3O18H8,cr,Ber88,NA,2017-10-01,Berman,J,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
coesite,Coe,SiO2,cr,Ber88,NA,2017-10-01,Berman,J,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cordierite,Crd,Mg2Al4Si5O18,cr,Ber88,NA,2017-10-01,Berman,J,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
corundum,Crn,Al2O3,cr,Ber88,NA,2017-10-01,Berman,J,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cristobalite,alpha",aCrs,SiO2,cr,Ber88,NA,2017-10-01,Berman,J,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cristobalite,beta",bCrs,SiO2,cr,Ber88,NA,2017-10-01,Berman,J,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
diaspore,Dsp,AlO2H,cr,Ber88,NA,2017-10-01,Berman,J,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
diopside,Di,MgCaSi2O6,cr,Ber88,NA,2017-10-01,Berman,J,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dolomite,Dol,MgCaC2O6,cr,Ber88,NA,2017-10-01,Berman,J,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"enstatite,clino",Cen,MgSiO3,cr,Ber88,NA,2017-10-01,Berman,J,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
enstatite,En,MgSiO3,cr,Ber88,NA,2017-10-01,Berman,J,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"enstatite,proto",pEn,MgSiO3,cr,Ber88,NA,2017-10-01,Berman,J,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fayalite,Fa,Fe2SiO4,cr,Ber88,NA,2017-10-01,Berman,J,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ferrosilite,Fs,SiFeO3,cr,Ber88,NA,2017-10-01,Berman,J,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
forsterite,Fo,Mg2SiO4,cr,Ber88,NA,2017-10-01,Berman,J,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gehlenite,Gh,Al2Ca2SiO7,cr,Ber88,NA,2017-10-01,Berman,J,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
grossular,Grs,Ca3Al2Si3O12,cr,Ber88,NA,2017-10-01,Berman,J,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
hematite,Hem,Fe2O3,cr,Ber88,NA,2017-10-01,Berman,J,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ilmenite,Ilm,FeTiO3,cr,Ber88,Ber90.1,2017-10-03,Berman,J,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
jadeite,Jd,NaAlSi2O6,cr,Ber88,SHD91,2017-10-03,Berman,J,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
kaolinite,Kln,Al2Si2O9H4,cr,Ber88,NA,2017-10-01,Berman,J,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
kyanite,Ky,Al2SiO5,cr,Ber88,NA,2017-10-01,Berman,J,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lawsonite,Lws,CaAl2Si2O10H4,cr,Ber88,NA,2017-10-01,Berman,J,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lime,Lm,CaO,cr,Ber88,NA,2017-10-01,Berman,J,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
magnesite,Mgs,MgCO3,cr,Ber88,NA,2017-10-01,Berman,J,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
magnetite,Mag,Fe3O4,cr,Ber88,NA,2017-10-01,Berman,J,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
margarite,Mrg,CaAl4Si2O12H2,cr,Ber88,NA,2017-10-01,Berman,J,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
meionite,Mei,Ca4Al6Si6O27C,cr,Ber88,NA,2017-10-01,Berman,J,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
merwinite,Mw,Ca3MgSi2O8,cr,Ber88,NA,2017-10-01,Berman,J,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
monticellite,Mtc,CaMgSiO4,cr,Ber88,NA,2017-10-01,Berman,J,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
muscovite,Ms,KAl3Si3O12H2,cr,Ber88,SHD91,2017-10-03,Berman,J,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
paragonite,Pg,NaAl3Si3O12H2,cr,Ber88,SHD91,2017-10-03,Berman,J,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
periclase,Per,MgO,cr,Ber88,NA,2017-10-01,Berman,J,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
phlogopite,Phl,KMg3AlSi3O12H2,cr,Ber88,SHD91.1,2017-10-03,Berman,J,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K-feldspar,Kfs,KAlSi3O8,cr,Ber88,SHD91,2017-10-03,Berman,J,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"K-feldspar,high",Sa,KAlSi3O8,cr,Ber88,SHD91,2017-10-03,Berman,J,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"K-feldspar,low",Mc,KAlSi3O8,cr,Ber88,SHD91,2017-10-03,Berman,J,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
prehnite,Prh,Ca2Al2Si3O12H2,cr,Ber88,NA,2017-10-01,Berman,J,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pyrope,Prp,Mg3Al2Si3O12,cr,Ber88,NA,2017-10-01,Berman,J,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pyrophyllite,Prl,Al2Si4O12H2,cr,Ber88,NA,2017-10-01,Berman,J,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
quartz,Qz,SiO2,cr,Ber88,NA,2017-10-01,Berman,J,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"quartz,beta",bQz,SiO2,cr,Ber88,NA,2017-10-01,Berman,J,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rutile,Rt,TiO2,cr,Ber88,NA,2017-10-01,Berman,J,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sillimanite,Sil,Al2SiO5,cr,Ber88,NA,2017-10-01,Berman,J,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sphene,Spn,CaTiSiO5,cr,Ber88,NA,2017-10-01,Berman,J,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spinel,Spl,MgAl2O4,cr,Ber88,NA,2017-10-01,Berman,J,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
talc,Tlc,Mg3Si4O12H2,cr,Ber88,NA,2017-10-01,Berman,J,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tremolite,Tr,Ca2Mg5Si8O24H2,cr,Ber88,NA,2017-10-01,Berman,J,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tridymite,high",hTrd,SiO2,cr,Ber88,NA,2017-10-01,Berman,J,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tridymite,low",lTrd,SiO2,cr,Ber88,NA,2017-10-01,Berman,J,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
wollastonite,Wo,CaSiO3,cr,Ber88,NA,2017-10-01,Berman,J,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pseudowollastonite,pWo,CaSiO3,cr,Ber88,NA,2017-10-01,Berman,J,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
annite,Ann,Si3Fe3AlKH2O12,cr,Ber90,SHD91.2,2017-10-03,Berman,J,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fluormuscovite,Flms,KAl3Si3O10F2,cr,ZS92,NA,2017-10-03,Berman,J,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fluorphlogopite,Fphl,KMg3AlSi3O10F2,cr,ZS92,NA,2017-10-03,Berman,J,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fluorannite,Flann,Si3Fe3AlKO10F2,cr,ZS92,NA,2017-10-03,Berman,J,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fluortremolite,Fltr,Ca2Mg5Si8O22F2,cr,ZS92,NA,2017-10-03,Berman,J,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fluorapatite,Flap,Ca5P3O12F,cr,ZS92,NA,2017-10-03,Berman,J,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
hydroxyapatite,Hyap,Ca5P3O13H,cr,ZS92,NA,2017-10-03,Berman,J,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chlorapatite,Clap,Ca5P3O12Cl,cr,ZS92,NA,2017-10-03,Berman,J,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fluortalc,Fltlc,Mg3Si4O10F2,cr,ZS92,NA,2017-10-03,Berman,J,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chlorphlogopite,Cphl,KMg3AlSi3O10Cl2,cr,ZS92,NA,2017-10-03,Berman,J,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chlorannite,Clann,Si3Fe3AlKO10Cl2,cr,ZS92,NA,2017-10-03,Berman,J,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
glaucophane,Gln,Na2Al2Mg3Si8O24H2,cr,Eva90,JUN92,2017-10-03,Berman,J,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pumpellyite,Pmp,Ca4Al5MgSi6O28H7,cr,Eva90,JUN92,2017-10-03,Berman,J,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
aragonite,Arg,CaCO3,cr,FDM+14.1,NA,2017-10-08,Berman,J,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
hedenbergite,Hd,CaFeSi2O6,cr,DS10,NA,2017-11-08,Berman,J,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
andradite,Adr,Ca3Fe2Si3O12,cr,DS10,NA,2017-11-08,Berman,J,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ferro-actinolite,Fac,Ca2Fe5Si8O22(OH)2,cr,DS10,NA,2017-11-08,Berman,J,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
grunerite,Gru,Fe7Si8O22(OH)2,cr,DS10,NA,2017-11-08,Berman,J,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ilvaite,Ilv,CaFe2FeSi2O7O(OH),cr,DS10,NA,2017-11-08,Berman,J,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sudoite,Sud,Mg2Al4Si3O10(OH)8,cr,VGT92,NA,2019-03-06,Berman,J,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
daphnite,Dph,Fe5Al2Si3O10(OH)8,cr,VPT01,NA,2019-03-06,Berman,J,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mg-amesite,Mg-Ame,Mg4Al4Si2O10(OH)8,cr,VPT01,NA,2019-03-06,Berman,J,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fe-amesite,Fe-Ame,Fe4Al4Si2O10(OH)8,cr,VPV05,NA,2019-03-06,Berman,J,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
zoisite,Zo,Ca2Al3Si3O13H,cr,Got04,NA,2019-08-01,Berman,J,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clinozoisite,Czo,Ca2Al3Si3O13H,cr,Got04,NA,2019-08-01,Berman,J,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
epidote,Ep,Ca2FeAl2Si3O12(OH),cr,Got04,NA,2019-08-01,Berman,J,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
orthoepidote,oEp,Ca2FeAl2Si3O12(OH),cr,Got04,NA,2019-08-01,Berman,J,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
