name,abbrv,formula,state,ref1,ref2,date,model,E_units,G,H,S,Cp,V,a1.a,a2.b,a3.c,a4.d,c1.e,c2.f,omega.lambda,z.T
FeF+2,FeF+2,FeF+2,aq,SSH97,NA,1997-10-09,HKF,cal,-79645,-87141,-25.7,7.64,-41.54,-3.4294,-16.152,12.0915,-2.1112,23.9805,-1.4787,1.4477,2
CoF+,CoF+,CoF+,aq,SSH97,NA,2007-10-16,HKF,cal,-81732,-93191,-22.6,21.29,-20.7,-0.7659,-9.6486,9.5354,-2.3801,26.8657,1.3018,0.8926,1
NiF+,NiF+,NiF+,aq,SSH97,NA,1997-10-09,HKF,cal,-79768,-92315,-26.36,12.51,-25.83,-1.4455,-11.308,10.1875,-2.3115,22.317,-0.4857,0.957,1
CuF+,CuF+,CuF+,aq,SSH97,NA,1997-10-09,HKF,cal,-53739,-64285,-18.84,33.66,-20.92,-0.8164,-9.7719,9.5838,-2.375,33.5733,3.8226,0.8334,1
ZnF+,ZnF+,ZnF+,aq,SSH97,NA,1997-10-09,HKF,cal,-104109,-116131,-21.81,24.44,-20.48,-0.7395,-9.5843,9.5101,-2.3827,28.5991,1.9435,0.8803,1
AgF,AgF,AgF,aq,SSH97,NA,1997-10-09,HKF,cal,-49459,-54722,16.74,10.86,6.04,2.5788,-1.4818,6.3255,-2.7177,12.1829,-0.8218,-0.038,0
CdF+,CdF+,CdF+,aq,SSH97,NA,1997-10-09,HKF,cal,-87373,-97544,-13.11,30.74,-10.78,0.5423,-6.4544,8.2799,-2.5121,31.0752,3.2268,0.7483,1
CdF2,CdF2,CdF2,aq,SSH97,NA,1997-10-09,HKF,cal,-155164,-180369,-23.72,58.71,-4.97,1.0718,-5.1614,7.7717,-2.5656,40.2242,8.9247,-0.038,0
TlF,TlF,TlF,aq,SSH97,NA,1997-10-09,HKF,cal,-75216,-77118,33.18,-16.36,27.32,5.4909,5.6287,3.5307,-3.0116,-3.7726,-6.3675,-0.038,0
HgF+,HgF+,HgF+,aq,SSH97,NA,1997-10-09,HKF,cal,-30204,-39512,-4.48,43.34,-14.79,-0.0492,-7.8986,8.8475,-2.4524,37.2987,5.7934,0.6223,1
PbF+,PbF+,PbF+,aq,SSH97,NA,1997-10-09,HKF,cal,-75860,-80591,8.26,10.04,-10.67,0.4488,-6.6827,8.3696,-2.5027,15.9794,-0.9898,0.4266,1
PbF2,PbF2,PbF2,aq,SSH97,NA,1997-10-09,HKF,cal,-145056,-162783,4.48,18.32,-4.85,1.0888,-5.1199,7.7554,-2.5673,16.5543,0.6976,-0.038,0
Pb(HS)2,Pb(HS)2,Pb(HS)2,aq,SSH97,NA,1997-10-09,HKF,cal,-20058,-22851,52.56,38.71,41.88,7.4825,10.4917,1.6193,-3.2127,28.5025,4.8505,-0.038,0
Pb(HS)3-,Pb(HS)3-,Pb(HS)3-,aq,SSH97,NA,1997-10-09,HKF,cal,-18971,-28704,68.08,47.8,75.8,12.3397,22.3518,-3.0422,-3.703,39.6902,6.7025,0.598,-1
MgHSiO3+,Mg(HSiO3)+,Mg(HSiO3)+,aq,SSH97,NA,1997-10-09,HKF,cal,-353025,-385700,-23.78,37.82,-10.57,0.6289,-6.2428,8.1967,-2.5209,36.7882,4.6702,0.9177,1
CaHSiO3+,Ca(HSiO3)+,Ca(HSiO3)+,aq,SSH97,NA,1997-10-09,HKF,cal,-376299,-403109,-1.99,32.87,-6.56,1.0647,-5.1787,7.7785,-2.5649,30.8048,3.6619,0.5831,1
CuCl3-2,CuCl3-2,CuCl3-2,aq,SSH97,NA,1997-10-02,HKF,cal,-89963,-118524,23.28,53.72,76.86,13.2482,24.57,-3.914,-3.7947,63.9808,7.9089,2.8579,-2
CuCl+,CuCl+,CuCl+,aq,SSH97,NA,1997-10-02,HKF,cal,-16250,-23847,-6.51,29.39,-1.72,1.748,-3.5103,7.1228,-2.6338,29.356,2.953,0.6472,1
CuCl2,CuCl2,CuCl2,aq,SSH97,NA,1997-10-02,HKF,cal,-46142,-64160,0.78,54.22,24.32,5.0806,4.627,3.9244,-2.9702,37.5948,8.0108,-0.038,0
CuCl3-,CuCl3-,CuCl3-,aq,SSH97,NA,1997-10-02,HKF,cal,-75338,-106846,-2.21,72.39,53.34,9.6259,15.7252,-0.4377,-3.429,63.8881,11.7108,1.6605,-1
CuCl4-2,CuCl4-2,CuCl4-2,aq,SSH97,NA,1997-10-02,HKF,cal,-103579,-152534,-18.48,83.89,85.68,14.6696,28.0407,-5.2782,-3.9382,87.5037,14.0532,3.4923,-2
ClO4-,ClO4-,ClO4-,aq,SSWS97,SH88.1,1997-11-07,HKF,cal,-2040,-30910,43.5,-6,44.2,8.1411,15.5654,-7.8077,-3.4224,16.45,-6.57,0.9699,-1
ReO4-,ReO4-,ReO4-,aq,SSWS97,NA,1997-11-07,HKF,cal,-166000,-188200,48.1,-2.4,47.8,8.6103,20.0581,-16.7541,-3.6081,18.93,-7.08,0.9004,-1
TcO4-,TcO4-,TcO4-,aq,SSWS97,NA,1997-11-07,HKF,cal,-151100,-173200,47.5,-2.3,47.8,8.6135,18.7256,-13.3543,-3.553,18.95,-5.95,0.9101,-1
CrO4-2,CrO4-2,CrO4-2,aq,SSWS97,NA,1997-11-07,HKF,cal,-174800,-210930,13.8,-62.6,19.8,5.4891,5.6223,3.5382,-3.0113,-2.8608,-15.7861,3.0024,-2
HCrO4-,HCrO4-,HCrO4-,aq,SSWS97,NA,1997-11-07,HKF,cal,-183700,-210000,46.6,1.5,44.9,8.2211,12.2925,0.9174,-3.2871,15.5492,-2.729,0.923,-1
MnO4-,MnO4-,MnO4-,aq,SSWS97,NA,1997-11-07,HKF,cal,-107600,-129900,46.5,-1.8,42,7.8248,11.3277,1.2912,-3.2472,13.6317,-3.4012,0.9248,-1
Cr2O7-2,Cr2O7-2,Cr2O7-2,aq,SSWS97,NA,1997-11-07,HKF,cal,-312970,-355370,72,-29.1,72.7,12.4303,22.568,-3.1161,-3.7119,8.658,-8.9622,2.1216,-2
MoO4-2,MoO4-2,MoO4-2,aq,SSWS97,NA,1997-11-07,HKF,cal,-200400,-238300,9,-47.5,30.4,6.9651,2.7095,18.6617,-2.8909,6.6829,-12.7102,3.0777,-2
WO4-2,WO4-2,WO4-2,aq,SSWS97,NA,1997-11-07,HKF,cal,-218500,-236500,9.7,-44.5,32.2,7.2074,8.7933,4.4891,-3.1424,8.3308,-12.0991,3.0657,-2
HWO4-,HWO4-,HWO4-,aq,SSWS97,NA,1997-11-07,HKF,cal,-223400,-255000,31.2,30.6,41,7.7661,11.182,1.3532,-3.2412,34.7493,3.1986,1.1559,-1
PO4-3,PO4-3,PO4-3,aq,SSWS97,SH88.1,1997-11-07,HKF,cal,-243500,-305300,-53,-124.6,-30.6,-0.5258,-9.0576,9.2927,-2.4045,-15.1599,-28.4155,5.6114,-3
Ga+3,Ga+3,Ga+3,aq,SSWS97,SH88.1,1997-11-07,HKF,cal,-38000,-50600,-79,-26.5,-40.5,-2.8378,-14.7065,11.5197,-2.1709,16.2356,-8.4326,2.7787,3
Pr+3,Pr+3,Pr+3,aq,SSWS97,SH88.1,1997-11-07,HKF,cal,-162600,-168800,-50,-40.3,-42.8,-3.2061,-14.2894,8.5328,-2.1882,3.9607,-11.2844,2.3369,3
Tb+3,Tb+3,Tb+3,aq,SSWS97,SH88.1,1997-11-07,HKF,cal,-159500,-166900,-54,-35.8,-40.9,-2.9245,-14.9162,11.5979,-2.1623,7.1853,-10.3677,2.4007,3
Mn+2,Mn+2,Mn+2,aq,SSWS97,NA,1997-11-07,HKF,cal,-55100,-52900,-16.2,-4.1,-17.1,-0.1015,-8.004,8.84,-2.448,16.6672,-3.8697,1.4006,2
Co+2,Co+2,Co+2,aq,SSWS97,SH88.1,1997-11-07,HKF,cal,-13000,-13900,-27,-7.8,-25.5,-1.2252,-8.9356,5.3191,-2.4095,15.2013,-4.6234,1.4769,2
Cr+3,Cr+3,Cr+3,aq,SSWS97,NA,1997-11-07,HKF,cal,-49300,-60000,-77,-22.9,-40,-2.7824,-14.5709,11.4661,-2.1765,17.9914,-7.6992,2.7403,3
UO2+2,UO2+2,UO2+2,aq,SSWS97,NA,1997-11-07,HKF,cal,-227680,-243550,-23.5,10.2,5.73,3.0256,-4.1084,15.3326,-2.6091,21.07,0.43,1.4099,2
Fr+,Fr+,Fr+,aq,SSWS97,NA,1997-11-11,HKF,cal,-70500,-62500,35.1,-6.5,21.5,4.7139,3.7284,4.2849,-2.933,2.5442,-4.3586,0.0203,1
Be+2,Be+2,Be+2,aq,SSWS97,NA,1997-11-11,HKF,cal,-90550,-91500,-32.1,-5.8,-20.9,-0.5718,-9.1742,9.3462,-2.3996,17.0245,-4.216,1.5475,2
Ra+2,Ra+2,Ra+2,aq,SSWS97,NA,1997-11-11,HKF,cal,-134200,-126100,12.9,-14.3,-12.3,0.374,-6.8598,8.4279,-2.4953,5.7496,-5.9474,0.8644,2
In+3,In+3,In+3,aq,SSWS97,SH88.5,1997-11-11,HKF,cal,-23400,-32335,-63,-15.6,-35.5,-2.2361,-13.2378,10.9433,-2.2316,20.3744,-6.2122,2.5346,3
Tl+,Tl+,Tl+,aq,SSWS97,SH88.1,1997-11-11,HKF,cal,-7740,1280,30,-4.2,18.2,4.2884,2.6903,4.691,-2.8901,4.6024,-3.89,0.0974,1
Tl+3,Tl+3,Tl+3,aq,SSWS97,SH88.1,1997-11-11,HKF,cal,51300,47000,-46,-0.2,-27,-1.1607,-10.6078,9.9017,-2.3404,27.0098,-3.0752,2.2752,3
CN-,CN-,CN-,aq,SSWS97,NA,1997-11-11,HKF,cal,41200,36000,22.5,-17.7,23.9,5.4714,5.5813,3.5497,-3.0096,7.6773,-6.64,1.29,-1
OCN-,OCN-,OCN-,aq,SSWS97,NA,1997-11-11,HKF,cal,-23280,-34900,25.5,-15.8,26.12,5.7591,6.2815,3.279,-3.0386,8.3509,-6.253,1.2422,-1
SCN-,SCN-,SCN-,aq,SSWS97,NA,1997-11-11,HKF,cal,22160,18270,34.5,-9.6,35.7,7.0244,9.3687,2.0708,-3.1662,10.7414,-4.99,1.1073,-1
SeCN-,SeCN-,SeCN-,aq,SSWS97,NA,1997-11-11,HKF,cal,19500,18530,46.6,-2.7,49.68,8.8752,13.8922,0.2829,-3.3532,13.0877,-3.5845,0.923,-1
HNO2,HNO2,HNO2,aq,SSWS97,NA,1997-11-11,HKF,cal,-12100,-28500,32.4,6.7,30.7,5.9151,6.659,3.1378,-3.0542,8.705,-1.6697,-0.1507,0
HNO3,HNO3,HNO3,aq,SSWS97,NA,1997-11-11,HKF,cal,-24730,-45410,42.7,18,40.2,7.1623,9.7063,1.9367,-3.1802,13.8907,0.632,-0.3066,0
N2O2-2,N2O2-2,N2O2-2,aq,SSWS97,NA,1997-11-11,HKF,cal,33200,-2590,6.6,-59.3,3.6,3.3102,0.2986,5.638,-2.7912,0.1067,-15.1139,3.1145,-2
HN2O2-,HN2O2-,HN2O2-,aq,SSWS97,NA,1997-11-11,HKF,cal,18200,-9400,34,9.3,32.4,6.5748,8.2753,2.4914,-3.121,21.8724,-1.1401,1.1132,-1
H2N2O2,H2N2O2,H2N2O2,aq,SSWS97,NA,1997-11-11,HKF,cal,8600,-13700,52,39,51.3,8.6337,13.3019,0.5163,-3.3288,24.9004,4.9097,-0.4475,0
N2H5+,N2H5+,N2H5+,aq,SSWS97,NA,1997-11-11,HKF,cal,19700,-1800,36.1,16.8,27.8,5.5711,5.8193,3.4672,-3.0195,16.0644,0.3876,0.0057,1
N2H6+2,N2H6+2,N2H6+2,aq,SSWS97,NA,1997-11-11,HKF,cal,21100,-4000,24,15.7,18.1,4.4762,3.1468,4.516,-2.909,21.7574,0.1635,0.6936,2
P2O7-4,P2O7-4,P2O7-4,aq,SSWS97,NA,1997-11-11,HKF,cal,-458700,-542800,-28,-139.1,21.7,7.0687,9.4773,2.0273,-3.1707,-11.7223,-31.3692,6.9069,-4
HP2O7-3,HP2O7-3,HP2O7-3,aq,SSWS97,NA,1997-11-11,HKF,cal,-471400,-543700,11,-28.7,36.5,8.3302,12.5558,0.8208,-3.298,32.1587,-8.8807,4.647,-3
H2P2O7-2,H2P2O7-2,H2P2O7-2,aq,SSWS97,NA,1997-11-11,HKF,cal,-480400,-544600,39,17.6,47.1,9.0963,14.4299,0.076,-3.3754,40.6359,0.5505,2.6218,-2
H3P2O7-,H3P2O7-,H3P2O7-,aq,SSWS97,NA,1997-11-11,HKF,cal,-483600,-544100,51,37.4,51.7,9.1292,14.5122,0.0398,-3.3788,35.9785,4.5838,0.8568,-1
H4P2O7,H4P2O7,H4P2O7,aq,SSWS97,NA,1997-11-11,HKF,cal,-485700,-542200,64,58.8,56.6,9.2975,14.9199,-0.113,-3.3957,34.8301,8.943,-0.6292,0
HPO3-2,HPO3-2,HPO3-2,aq,SSWS97,NA,1997-11-11,HKF,cal,-194000,-231600,4,-40.2,4.5,3.4463,0.6347,5.4974,-2.8051,11.6523,-11.2232,3.1527,-2
H2PO3-,H2PO3-,H2PO3-,aq,SSWS97,NA,1997-11-11,HKF,cal,-202350,-231700,31.7,5.5,14.7,4.1649,2.3899,4.8065,-2.8777,19.9762,-1.9142,1.1491,-1
H3PO3,H3PO3,H3PO3,aq,SSWS97,NA,1997-11-11,HKF,cal,-204800,-230600,43.6,25.1,19.1,4.2704,2.6439,4.7145,-2.8882,17.9261,2.0783,-0.3203,0
H2PO2-,H2PO2-,H2PO2-,aq,SSWS97,NA,1997-11-11,HKF,cal,-122400,-146700,24.1,-7,22,5.2026,4.919,3.8223,-2.9823,13.7063,-4.4604,1.2637,-1
H3PO2,H3PO2,H3PO2,aq,SSWS97,NA,1997-11-11,HKF,cal,-125100,-145600,36.9,14.1,35.4,6.5352,8.1731,2.543,-3.1168,12.414,-0.1623,-0.2188,0
SbO2-,SbO2-,SbO2-,aq,SSWS97,NA,1997-11-11,HKF,cal,-82400,-110000,-17.1,-44.1,-21.3,-0.5113,-9.0269,9.2893,-2.4057,-2.2802,-12.0177,1.8885,-1
HSbO2,HSbO2,HSbO2,aq,SSWS97,NA,1997-11-11,HKF,cal,-97400,-116600,11.1,-28.5,8.4,2.9726,-0.5203,5.9475,-2.7574,-8.9525,-8.84,0.1719,0
Bi+3,Bi+3,Bi+3,aq,SSWS97,NA,1997-11-11,HKF,cal,22880,19360,-45,0.8,-26.5,-1.0957,-10.4536,9.8506,-2.3467,27.5027,-2.8715,2.2651,3
HO2-,HO2-,HO2-,aq,SSWS97,NA,1997-11-11,HKF,cal,-16090,-38320,5.7,-37.4,2.7,2.6566,-1.2961,6.2619,-2.7253,-1.519,-10.6529,1.5449,-1
H2O2,H2O2,H2O2,aq,SSWS97,NA,1997-11-11,HKF,cal,-32030,-45690,34.4,10,32.8,6.1922,7.337,2.8686,-3.0822,10.36,-0.9975,-0.1809,0
SO3-2,SO3-2,SO3-2,aq,SSWS97,SH88.1,1997-11-11,HKF,cal,-116300,-151900,-7,-67.5,-3.1,2.4632,-1.7691,6.4494,-2.7058,-2.7967,-16.7843,3.321,-2
HSO5-,HSO5-,HSO5-,aq,SSWS97,SH88.1,1997-11-13,HKF,cal,-152370,-185380,50.7,36.9,50.3,8.9391,14.043,0.2349,-3.3594,35.7254,4.4819,0.8611,-1
HS2O3-,HS2O3-,HS2O3-,aq,SSWS97,NA,1997-11-13,HKF,cal,-127200,-153900,30.5,3.5,29.5,6.1964,7.351,2.8549,-3.0828,18.9745,-2.3216,1.1676,-1
H2S2O3,H2S2O3,H2S2O3,aq,SSWS97,NA,1997-11-13,HKF,cal,-128000,-150400,45,27.5,42.2,7.4242,10.3493,1.6762,-3.2067,19.1373,2.5672,-0.3415,0
S2O4-2,S2O4-2,S2O4-2,aq,SSWS97,SH88.1,1997-11-13,HKF,cal,-143500,-180100,22,-50.1,28.8,6.6784,8.528,2.3917,-3.1314,3.3115,-13.2399,2.8772,-2
HS2O4-,HS2O4-,HS2O4-,aq,SSWS97,NA,1997-11-13,HKF,cal,-146900,-179100,36.5,13.4,40.1,7.6159,10.8142,1.5005,-3.226,23.9326,-0.3049,1.076,-1
H2S2O4,H2S2O4,H2S2O4,aq,SSWS97,NA,1997-11-13,HKF,cal,-147400,-175300,51,37.4,51.4,8.6525,13.3462,0.5023,-3.3306,24.1023,4.5838,-0.4323,0
S2O5-2,S2O5-2,S2O5-2,aq,SSWS97,SH88.1,1997-11-13,HKF,cal,-189000,-232000,25,-48.3,33.9,7.3618,10.1945,1.7414,-3.2003,3.9715,-12.8732,2.8343,-2
S2O6-2,S2O6-2,S2O6-2,aq,SSWS97,SH88.1,1997-11-13,HKF,cal,-231000,-280400,30,-45.3,40.4,8.2257,12.3054,0.9087,-3.2876,5.0331,-12.2621,2.7587,-2
S3O6-2,S3O6-2,S3O6-2,aq,SSWS97,SH88.1,1997-11-13,HKF,cal,-229000,-279000,33,-43.5,41.9,8.4155,12.7691,0.7268,-3.3068,5.6683,-11.8954,2.7131,-2
S4O6-2,S4O6-2,S4O6-2,aq,SSWS97,SH88.1,1997-11-13,HKF,cal,-248700,-292600,61.5,-26.4,56.5,10.2672,17.2902,-1.0502,-3.4937,11.7042,-8.4122,2.2805,-2
S5O6-2,S5O6-2,S5O6-2,aq,SSWS97,SH88.1,1997-11-13,HKF,cal,-229000,-281000,40,-39.3,45.5,8.8725,13.8806,0.2986,-3.3527,7.1576,-11.0399,2.6076,-2
HSe-,HSe-,HSe-,aq,SSWS97,NA,1997-11-13,HKF,cal,10500,3800,19,-19.8,20.2,4.9823,4.3855,4.0227,-2.9602,6.9147,-7.0678,1.34,-1
SeO3-2,SeO3-2,SeO3-2,aq,SSWS97,NA,1997-11-13,HKF,cal,-88400,-121700,3.1,-61.4,5.7,3.6149,1.0478,5.3323,-2.8222,-0.6517,-15.5417,3.1658,-2
HSeO3-,HSeO3-,HSeO3-,aq,SSWS97,NA,1997-11-13,HKF,cal,-98340,-122980,32.3,6.5,31.1,6.4061,7.8624,2.6551,-3.1039,20.4808,-1.7105,1.1402,-1
H2SeO3,H2SeO3,H2SeO3,aq,SSWS97,NA,1997-11-13,HKF,cal,-101850,-121290,49.7,35.2,46.2,7.9475,11.624,1.1819,-3.2594,22.9944,4.1356,-0.4127,0
SeO4-2,SeO4-2,SeO4-2,aq,SSWS97,NA,1997-11-13,HKF,cal,-105500,-143200,12.9,-55.6,21.7,5.7548,6.2678,3.2916,-3.038,1.3971,-14.3602,3.0192,-2
HSeO4-,HSeO4-,HSeO4-,aq,SSWS97,NA,1997-11-13,HKF,cal,-108100,-139000,35.7,12.1,39.4,7.5244,10.5922,1.5837,-3.2168,23.2855,-0.5697,1.0885,-1
ClO-,ClO-,ClO-,aq,SSWS97,NA,1997-11-13,HKF,cal,-8800,-25600,10,-27.8,0.7,2.3599,-2.0164,6.5356,-2.6955,3.4787,-8.6974,1.4767,-1
HClO,HClO,HClO,aq,SSWS97,NA,1997-11-13,HKF,cal,-19100,-28900,33.9,9.1,28.4,5.5927,5.8751,3.4387,-3.0218,9.9023,-1.1808,-0.1734,0
ClO2-,ClO2-,ClO2-,aq,SSWS97,NA,1997-11-13,HKF,cal,4100,-15900,24.2,-19.3,22.1,5.2163,4.958,3.7949,-2.9839,6.4977,-6.9659,1.2637,-1
HClO2,HClO2,HClO2,aq,SSWS97,NA,1997-11-13,HKF,cal,1400,-12400,45,27.5,44,7.6706,10.9455,1.4527,-3.2314,19.1373,2.5672,-0.3415,0
BrO-,BrO-,BrO-,aq,SSWS97,SH88.1,1997-11-13,HKF,cal,-8000,-22500,9.7,-28,0.4,2.3206,-2.1131,6.5758,-2.6915,3.4104,-8.7381,1.482,-1
HBrO,HBrO,HBrO,aq,SSWS97,NA,1997-11-13,HKF,cal,-19700,-27000,33.8,9,28.3,5.5795,5.841,3.4565,-3.0204,9.8576,-1.2012,-0.1719,0
BrO4-,BrO4-,BrO4-,aq,SSWS97,SH88.1,1997-11-13,HKF,cal,28200,3100,47.6,-5.2,48.7,8.7361,13.5515,0.42,-3.3391,11.4884,-4.0937,0.9085,-1
IO-,IO-,IO-,aq,SSWS97,SH88.1,1997-11-13,HKF,cal,-9200,-25700,-1.4,-34.6,-12.5,0.6131,-6.2757,8.1983,-2.5195,1.1172,-10.0825,1.653,-1
HIO,HIO,HIO,aq,SSWS97,NA,1997-11-13,HKF,cal,-23700,-33000,22.8,-9.2,15.6,3.8979,1.7354,5.0694,-2.8506,0.726,-4.9085,-0.0053,0
HIO3,HIO3,HIO3,aq,SSWS97,NA,1997-11-13,HKF,cal,-31700,-50500,39.9,19,37.7,6.8346,8.905,2.253,-3.147,14.8674,0.8357,-0.2642,0
IO4-,IO4-,IO4-,aq,SSWS97,SH88.1,1997-11-13,HKF,cal,-14000,-36200,53,-2,52.9,9.2831,14.8827,-0.0933,-3.3942,12.6081,-3.4419,0.8264,-1
Sc+3,Sc+3,Sc+3,aq,SSWS97,NA,1997-11-13,HKF,cal,-140200,-146800,-61,-13.8,-34.5,-2.1109,-12.9294,10.817,-2.2444,21.1134,-5.8456,2.5003,3
V+2,V+2,V+2,aq,SSWS97,NA,1997-11-13,HKF,cal,-52000,-54000,-31,-10.9,-28.5,-1.6188,-11.7289,10.3473,-2.294,13.8458,-5.2548,1.5269,2
V+3,V+3,V+3,aq,SSWS97,NA,1997-11-13,HKF,cal,-57900,-62000,-55,-8.4,-31.5,-1.7304,-11.9981,10.4465,-2.2829,23.4604,-4.7456,2.4115,3
VO+2,VO+2,VO+2,aq,SSWS97,NA,1997-11-13,HKF,cal,-106700,-116300,-32,31.4,-26.2,-1.2971,-10.9431,10.0377,-2.3265,38.8261,3.3616,1.5475,2
VO2+,VO2+,VO2+,aq,SSWS97,NA,1997-11-13,HKF,cal,-140300,-155300,-10.1,-13.7,9.2,3.2606,0.179,5.6817,-2.7863,4.5892,-5.8252,0.7003,1
VO4-3,VO4-3,VO4-3,aq,SSWS97,NA,1997-11-13,HKF,cal,-214900,-270600,-35.2,38,-16.9,1.2579,-4.7015,7.5797,-2.5845,77.6555,4.706,5.3424,-3
HVO4-2,HVO4-2,HVO4-2,aq,SSWS97,NA,1997-11-13,HKF,cal,-233000,-277000,4,87.3,12.5,4.541,3.3077,4.4469,-2.9156,86.3755,14.7484,3.1527,-2
H2VO4-,H2VO4-,H2VO4-,aq,SSWS97,NA,1997-11-13,HKF,cal,-243990,-280620,29,35.8,31.3,6.4502,7.9653,2.6252,-3.1082,38.1088,4.2579,1.1898,-1
H3VO4,H3VO4,H3VO4,aq,SSWS97,NA,1997-11-13,HKF,cal,-249200,-284600,37.1,19.1,38.3,6.931,9.1392,2.164,-3.1567,15.3166,0.8561,-0.2218,0
Cr+2,Cr+2,Cr+2,aq,SSWS97,NA,1997-11-13,HKF,cal,-39400,-39000,-24.2,-7.3,-22.3,-0.8036,-9.74,9.5688,-2.3762,15.0502,-4.5215,1.4287,2
Mn+3,Mn+3,Mn+3,aq,SSWS97,NA,1997-11-13,HKF,cal,-20300,-30700,-74,-25.6,-41,-2.932,-14.934,11.6041,-2.1615,16.0611,-8.2492,2.7025,3
MnO4-2,MnO4-2,MnO4-2,aq,SSWS97,NA,1997-11-13,HKF,cal,-120400,-156600,15.5,-66.4,21.1,5.6596,6.0368,3.3786,-3.0285,-5.291,-16.5602,2.9803,-2
Fe+2,Fe+2,Fe+2,aq,SSWS97,NA,1997-11-13,HKF,cal,-21870,-22050,-25.3,-7.9,-22.2,-0.7867,-9.6969,9.5479,-2.378,14.786,-4.6437,1.4382,2
Fe+3,Fe+3,Fe+3,aq,SSWS97,NA,1997-11-13,HKF,cal,-4120,-11850,-66.3,-18.6,-37,-2.4256,-13.6961,11.1141,-2.2127,19.0459,-6.8233,2.5812,3
Co+3,Co+3,Co+3,aq,SSWS97,SH88.1,1997-11-13,HKF,cal,32000,22000,-73,-24.7,-40.5,-2.8678,-14.7777,11.5439,-2.168,16.4739,-8.0659,2.6901,3
Y+3,Y+3,Y+3,aq,SSWS97,SH88.1,1997-11-13,HKF,cal,-163800,-170900,-60,-12.9,-34,-2.0463,-12.7741,10.7611,-2.2508,21.5366,-5.6622,2.489,3
Zr+4,Zr+4,Zr+4,aq,SSWS97,NA,1997-11-13,HKF,cal,-133270,-150330,-110.3,-3.1,-54.3,-4.367,-18.4377,12.9811,-2.0167,39.7423,-3.666,3.8417,4
HMoO4-,HMoO4-,HMoO4-,aq,SSWS97,NA,1997-11-13,HKF,cal,-206400,-238500,32.5,28.6,40.8,7.732,11.0966,1.3908,-3.2376,33.393,2.7912,1.1359,-1
RuO4-2,RuO4-2,RuO4-2,aq,SSWS97,NA,1997-11-13,HKF,cal,-71600,-110200,6.6,-48.1,30.2,6.9502,9.1887,2.1387,-3.1588,6.6707,-12.8325,3.1145,-2
Ce+3,Ce+3,Ce+3,aq,SSWS97,SH88.1,1997-11-13,HKF,cal,-161600,-167400,-49,-47.7,-44.1,-3.4833,-16.2789,12.1302,-2.1059,-0.355,-12.751,2.3265,3
Pm+3,Pm+3,Pm+3,aq,SSWS97,NA,1997-11-13,HKF,cal,-158000,-164000,-50,-44.6,-42.4,-3.2471,-15.7059,11.9125,-2.1296,1.5577,-12.1195,2.3369,3
Hf+4,Hf+4,Hf+4,aq,SSWS97,NA,1997-11-13,HKF,cal,-132600,-150250,-111.2,-3.4,-54.4,-4.3761,-18.4638,12.9996,-2.0156,39.6914,-3.7271,3.8552,4
Au+3,Au+3,Au+3,aq,SSWS97,SH88.1,1997-11-13,HKF,cal,103600,97800,-54.8,-8.2,-31.4,-1.7167,-11.9654,10.4352,-2.2843,23.5775,-4.7048,2.4115,3
Hg2+2,Hg2+2,Hg2+2,aq,SSWS97,NA,1997-11-13,HKF,cal,36710,39880,15.71,13.8,14.5,4.0263,2.0479,4.9491,-2.8636,21.809,-0.2234,0.8201,2
U+3,U+3,U+3,aq,SSWS97,NA,1997-11-13,HKF,cal,-113550,-116900,-46.1,-36.4,-39.3,-2.8438,-14.722,11.528,-2.1703,5.7945,-10.4492,2.2752,3
U+4,U+4,U+4,aq,SSWS97,NA,1994-05-18,HKF,cal,-126650,-141300,-99.6,0.2,-53.3,-4.2836,-18.2319,12.8955,-2.0252,40.2193,-2.9938,3.6835,4
UO2+,UO2+,UO2+,aq,SSWS97,NA,1994-05-18,HKF,cal,-229690,-245000,-6,-22.1,10.2,3.3767,0.4614,5.5725,-2.798,-0.9002,-7.5363,0.6388,1
La+2,La+2,La+2,aq,SSWS97,NA,1997-11-13,HKF,cal,-77700,-72200,0.7,-12,-14.7,0.1064,-7.5128,8.6835,-2.4683,8.7551,-5.4789,1.0444,2
Ce+2,Ce+2,Ce+2,aq,SSWS97,NA,1997-11-13,HKF,cal,-74900,-70300,1.4,-12.2,-14.5,0.1315,-7.4538,8.6653,-2.4708,8.5755,-5.5196,1.0376,2
Pr+2,Pr+2,Pr+2,aq,SSWS97,NA,1997-11-13,HKF,cal,-92700,-88400,0.7,-12,-14.7,0.1064,-7.5128,8.6835,-2.4683,8.7551,-5.4789,1.0444,2
Nd+2,Nd+2,Nd+2,aq,SSWS97,NA,1997-11-13,HKF,cal,-100200,-96100,-0.5,-11.8,-14.9,0.086,-7.5654,8.7097,-2.4661,9.0616,-5.4382,1.0649,2
Pm+2,Pm+2,Pm+2,aq,SSWS97,NA,1997-11-13,HKF,cal,-92700,-88400,-1.9,-11.5,-15.2,0.052,-7.6511,8.7496,-2.4626,9.4303,-5.3771,1.0858,2
Sm+2,Sm+2,Sm+2,aq,SSWS97,NA,1997-11-13,HKF,cal,-123000,-120500,-6.2,-10.7,-16,-0.0353,-7.8592,8.8194,-2.454,10.5009,-5.2141,1.1512,2
