name,abbrv,formula,state,ref1,ref2,date,model,E_units,G,H,S,Cp,V,a1.a,a2.b,a3.c,a4.d,c1.e,c2.f,omega.lambda,z.T
2-thiapropane,NA,C2H6S,liq,Ric01,NA,2006-09-01,CGL,cal,1411,-15631,46.94,28.06,74.2,13.1,0.043,190000,0,0,0,0,1000
2-thiabutane,NA,C3H8S,liq,Ric01,NA,2006-09-01,CGL_Ttr,cal,1808,-22029,56.76,34.49,90.9,15.2,0.0559,233000,0,0,0,0,339.8
2-thiapentane,NA,C4H10S,liq,Ric01,NA,2006-09-01,CGL,cal,3070,-28179,64.5,40.99,107.5,17.2,0.0694,275000,0,0,0,0,1000
2-thiahexane,NA,C5H12S,liq,Ric01,NA,2006-09-01,CGL,cal,4336,-34328,72.24,47.61,124.2,19.1,0.0836,319000,0,0,0,0,1000
2-thiaheptane,NA,C6H14S,liq,Ric01,NA,2006-09-01,CGL,cal,5598,-40478,79.98,53.83,140.8,20.5,0.0981,363000,0,0,0,0,1000
2-thiaoctane,NA,C7H16S,liq,Ric01,NA,2006-09-01,CGL,cal,6863,-46628,87.72,60.79,157.5,22.3,0.1138,405000,0,0,0,0,1000
2-thianonane,NA,C8H18S,liq,Ric01,NA,2006-09-01,CGL,cal,8126,-52777,95.46,67.97,174.2,24.8,0.1278,450600,0,0,0,0,1000
2-thiadecane,NA,C9H20S,liq,Ric01,NA,2006-09-01,CGL,cal,9391,-58927,103.2,75.17,190.8,28.23,0.1375,529300,0,0,0,0,1000
2-thiaundecane,NA,C10H22S,liq,Ric01,NA,2006-09-01,CGL,cal,10657,-65076,110.93,82.46,207.5,31.88,0.1467,608000,0,0,0,0,1000
3-thiapentane,NA,C4H10S,liq,Ric01,NA,2006-09-01,CGL,cal,2202,-28427,66.58,40.99,108,17.2,0.0694,275000,0,0,0,0,1000
3-thiahexane,NA,C5H12S,liq,Ric01,NA,2006-09-01,CGL,cal,3467,-34577,74.32,47.61,124.9,19.1,0.0836,319000,0,0,0,0,1000
4-thiaheptane,NA,C6H14S,liq,Ric01,NA,2006-09-01,CGL,cal,4729,-40727,82.06,53.83,141.8,20.5,0.0981,363000,0,0,0,0,1000
4-thiaoctane,NA,C7H16S,liq,Ric01,NA,2006-09-01,CGL,cal,5995,-46876,89.8,60.79,158.7,22.3,0.1138,405000,0,0,0,0,1000
5-thianonane,NA,C8H18S,liq,Ric01,NA,2006-09-01,CGL,cal,7257,-53026,97.54,67.97,175.7,24.8,0.1278,450600,0,0,0,0,1000
5-thiadecane,NA,C9H20S,liq,Ric01,NA,2006-09-01,CGL,cal,8523,-59175,105.28,75.17,192.6,28.23,0.1375,529300,0,0,0,0,1000
6-thiaundecane,NA,C10H22S,liq,Ric01,NA,2006-09-01,CGL,cal,9785,-65325,113.02,82.46,209.5,31.88,0.1467,608000,0,0,0,0,1000
3-methyl-2-thiabutane,NA,C4H10S,liq,Ric01,NA,2006-09-01,CGL,cal,2230,-29503,62.88,41.2,109.3,15.84,0.0736,304100,0,0,0,0,1000
"3,3-dimethyl-2-thiabutane",NA,C5H12S,liq,Ric01,NA,2006-09-01,CGL,cal,2976,-37548,66,47.8,127,18.81,0.0866,281700,0,0,0,0,1000
2-methyl-3-thiapentane,NA,C5H12S,liq,Ric01,NA,2006-09-01,CGL,cal,2626,-35901,72.7,48.25,127.1,17.17,0.0902,372100,0,0,0,0,1000
"2,4-dimethyl-3-thiapentane",NA,C6H14S,liq,Ric01,NA,2006-09-01,CGL,cal,3048,-43375,78.82,55.53,145.9,27.81,0.0863,176500,0,0,0,0,1000
"2,2-dimethyl-3-thiapentane",NA,C6H14S,liq,Ric01,NA,2006-09-01,CGL,cal,3372,-43946,75.82,54.72,144.9,20.88,0.0999,360400,0,0,0,0,1000
"2,6-dimethyl-4-thiaheptane",NA,C8H18S,liq,Ric01,NA,2006-09-01,CGL,cal,5497,-55550,94.98,64.21,178,24.92,0.122,259400,0,0,0,0,1000
"2,2,4,4-tetramethyl-3-thiapentane",NA,C8H18S,liq,Ric01,NA,2006-09-01,CGL,cal,9918,-54087,85.06,67.54,174.9,24.52,0.1302,373400,0,0,0,0,1000
"2,8-dimethyl-5-thianonane",NA,C10H22S,liq,Ric01,NA,2006-09-01,CGL,cal,8025,-67849,110.46,77.06,209.5,28.22,0.1507,347400,0,0,0,0,1000
thiacyclopropane,NA,C2H4S,liq,Ric01,NA,2006-09-01,CGL,cal,22557,12411,38.84,20.09,59.7,3.53,0.0465,240000,0,0,0,0,1000
thiacyclobutane,NA,C3H6S,liq,Ric01,NA,2006-09-01,CGL,cal,24418,6304,44.72,27.05,73.1,7.43,0.0575,220000,0,0,0,0,1000
thiacyclopentane,NA,C4H8S,liq,Ric01,NA,2006-09-01,CGL,cal,9213,-17147,49.67,33.55,88.7,11.33,0.0685,160000,0,0,0,0,1000
thiacyclohexane,NA,C5H10S,liq,Ric01,NA,2006-09-01,CGL,cal,10051,-25288,52.16,39.05,104.2,15.23,0.0795,10000,0,0,0,0,1000
thiacycloheptane,NA,C6H12S,liq,Ric01,NA,2006-09-01,CGL,cal,15385,-26953,61.29,42.51,118.7,19.13,0.0905,-320000,0,0,0,0,1000
2-methylthiacyclopentane,NA,C5H10S,liq,Ric01,NA,2006-09-01,CGL_Ttr,cal,8355,-25054,58.63,41.07,107.5,15.25,0.0811,145600,0,0,0,0,405.63
3-methylthiacyclopentane,NA,C5H10S,liq,Ric01,NA,2006-09-01,CGL,cal,9417,-24300,57.6,41.06,106.6,13.22,0.0857,203200,0,0,0,0,1000
cyclopentyl-1-thiaethane,NA,C6H12S,liq,Ric01,NA,2006-09-01,CGL,cal,13669,-26599,68.23,46.12,123.9,12.77,0.0995,327400,0,0,0,0,1000
"diphenyl sulfide",NA,C12H10S,liq,Ric01,NA,2006-09-01,CGL,cal,69362,37502,73.43,65.43,168.3,29.72,0.1138,157900,0,0,0,0,1000
phenyl-1-thiaethane,NA,C7H8S,liq,Ric01,NA,2006-09-01,CGL,cal,34735,10332,60.35,49.21,117.9,21.28,0.0809,339000,0,0,0,0,1000
"2,3-dithiabutane",NA,C2H6S2,liq,Ric01,NA,2006-09-01,CGL,cal,1163,-15894,54.56,35.02,89.5,23.9,0.032,140000,0,0,0,0,1000
"2,3-dithiapentane",NA,C3H8S2,liq,Ric01,NA,2006-09-01,CGL,cal,1557,-22292,64.38,42.05,106.4,26.2,0.0468,169000,0,0,0,0,1000
"3,4-dithiahexane",NA,C4H10S2,liq,Ric01,NA,2006-09-01,CGL,cal,1954,-28690,74.2,48.87,123.3,28.5,0.0605,207000,0,0,0,0,1000
"3,4-dithiaheptane",NA,C5H12S2,liq,Ric01,NA,2006-09-01,CGL,cal,3216,-34840,81.94,55.66,140.3,30.9,0.0733,258000,0,0,0,0,1000
"4,5-dithiaoctane",NA,C6H14S2,liq,Ric01,NA,2006-09-01,CGL,cal,4482,-40989,89.68,62.72,157.2,33.3,0.0866,320000,0,0,0,0,1000
"4,5-dithianonane",NA,C7H16S2,liq,Ric01,NA,2006-09-01,CGL,cal,5744,-47139,97.42,69.83,174.1,35.9,0.0988,398000,0,0,0,0,1000
"5,6-dithiadecane",NA,C8H18S2,liq,Ric01,NA,2006-09-01,CGL,cal,7009,-53289,105.16,74.56,191,38.6,0.1092,480000,0,0,0,0,1000
"5,6-dithiaundecane",NA,C9H20S2,liq,Ric01,NA,2006-09-01,CGL,cal,8272,-59438,112.9,83.84,208,42.25,0.1184,558700,0,0,0,0,1000
"6,7-dithiadodecane",NA,C10H22S2,liq,Ric01,NA,2006-09-01,CGL,cal,9537,-65588,120.64,91.22,224.9,45.98,0.1277,637400,0,0,0,0,1000
thiophene,NA,C4H4S,liq,Ric01,NA,2006-09-01,CGL_Ttr,cal,28664,19029,43.3,29.61,79.5,12.78,0.0514,133800,0,0,0,0,357.31
2-methylthiophene,NA,C5H6S,liq,Ric01,NA,2006-09-01,CGL,cal,27443,10747,52.22,35.79,96.8,16.27,0.0593,163600,0,0,0,0,1000
3-methylthiophene,NA,C5H6S,liq,Ric01,NA,2006-09-01,CGL,cal,27086,10381,52.19,36,96.6,15.22,0.0623,196000,0,0,0,0,1000
"2,5-dimethylthiophene",NA,C6H8S,liq,Ric01,NA,2006-09-01,CGL,cal,27013,2465,58.49,42.61,114.5,16.74,0.0747,321000,0,0,0,0,1000
2-isopropylthiophene,NA,C7H10S,liq,Ric01,NA,2006-09-01,CGL,cal,29078,-2830,66.41,47.4,131,20.13,0.0856,155800,0,0,0,0,1000
benzo[b]thiophene,NA,C8H6S,liq,Ric01,NA,2006-09-01,CGL,cal,45324,27180,51.48,44.91,116,25.45,0.0688,-93400,0,0,0,0,1000
"dibenzo[b,d]thiophene",NA,C12H8S,liq,Ric01,NA,2006-09-01,CGL,cal,59558,33155,60.5,59.07,152.5,40.85,0.0836,-596400,0,0,0,0,1000
thianthrene,NA,C12H8S2,liq,Ric01,NA,2006-09-01,CGL,cal,77050,48539,61.09,68.41,163.5,39.19,0.098,0,0,0,0,0,1000
1-butene,NA,C4H8,liq,Ric08,NA,2008-08-15,CGL,cal,17605,-4909,54.91,30.77,93.6,9.35,0.0675,115000,0,0,0,0,1000
1-pentene,NA,C5H10,liq,Ric08,NA,2008-08-15,CGL,cal,18870,-11059,62.65,37.18,109.8,11.3,0.0813,146000,0,0,0,0,1000
1-hexene,NA,C6H12,liq,Ric08,NA,2008-08-15,CGL,cal,20134,-17208,70.39,43.91,126,13.499,0.095,185000,0,0,0,0,1000
1-heptene,NA,C7H14,liq,Ric08,NA,2008-08-15,CGL,cal,21398,-23358,78.13,50.78,142.2,15.5,0.109199,242100,0,0,0,0,1000
1-octene,NA,C8H16,liq,Ric08,NA,2008-08-15,CGL,cal,22663,-29508,85.87,57.76,158.4,17.811,0.1219,320800,0,0,0,0,1000
1-nonene,NA,C9H18,liq,Ric08,NA,2008-08-15,CGL,cal,23927,-35657,93.6,64.66,174.6,20.691,0.1324,399500,0,0,0,0,1000
1-decene,NA,C10H20,liq,Ric08,NA,2008-08-15,CGL,cal,25189,-41807,101.35,71.61,190.7,23,0.145,478200,0,0,0,0,1000
1-undecene,NA,C11H22,liq,Ric08,NA,2008-08-15,CGL,cal,26453,-47957,109.08,78.92,206.9,25.399,0.158499,556900,0,0,0,0,1000
1-dodecene,NA,C12H24,liq,Ric08,NA,2008-08-15,CGL,cal,27717,-54106,116.82,86.03,223.1,27.6,0.172,635600,0,0,0,0,1000
1-tridecene,NA,C13H26,liq,Ric08,NA,2008-08-15,CGL,cal,28982,-60256,124.56,93.5,239.3,29.799,0.186699,714300,0,0,0,0,1000
1-tetradecene,NA,C14H28,liq,Ric08,NA,2008-08-15,CGL,cal,30246,-66405,132.3,100.88,255.5,32,0.201099,793000,0,0,0,0,1000
1-pentadecene,NA,C15H30,liq,Ric08,NA,2008-08-15,CGL,cal,31511,-72555,140.04,108.3,271.7,34.001,0.2163,871700,0,0,0,0,1000
1-hexadecene,NA,C16H32,liq,Ric08,NA,2008-08-15,CGL,cal,32775,-78705,147.78,116.06,287.9,35.901,0.233,950400,0,0,0,0,1000
1-heptadecene,NA,C17H34,liq,Ric08,NA,2008-08-15,CGL,cal,34039,-84854,155.52,123.33,304.1,37.899,0.247701,1029100,0,0,0,0,1000
1-octadecene,NA,C18H36,liq,Ric08,NA,2008-08-15,CGL,cal,35304,-91004,163.26,130.57,320.3,39.9,0.262299,1107800,0,0,0,0,1000
1-nonadecene,NA,C19H38,liq,Ric08,NA,2008-08-15,CGL,cal,36568,-97153,170.99,138.41,336.5,42,0.278599,1186500,0,0,0,0,1000
1-eicosene,NA,C20H40,liq,Ric08,NA,2008-08-15,CGL,cal,37832,-103303,178.73,145.79,352.6,44.171,0.2931,1265200,0,0,0,0,1000
"methyl iodide",NA,CH3I,liq,RG11,NA,2012-01-07,CGL_Ttr,cal,3139.579,-3195.507,40.853,19.73,63.1,-40.966,0.14675,1506000,0,0,0,0,315.59
"ethyl iodide",NA,C2H5I,liq,RG11,NA,2012-01-07,CGL_Ttr,cal,4403.681,-9345.124,48.592,25.982,80.2,-41.085,0.165153,1584700,0,0,0,0,345.6
"n-propyl iodide",NA,C3H7I,liq,RG11,NA,2012-01-07,CGL_Ttr,cal,5668.021,-15494.742,56.331,32.419,97.3,-40.75,0.182648,1663400,0,0,0,0,375.7
"n-butyl iodide",NA,C4H9I,liq,RG11,NA,2012-01-07,CGL_Ttr,cal,6932.122,-21644.359,64.07,39.046,114.4,-39.866,0.198948,1742100,0,0,0,0,403.7
"n-pentyl iodide",NA,C5H11I,liq,RG11,NA,2012-01-07,CGL_Ttr,cal,8196.463,-27793.977,71.809,45.825,131.5,-38.384,0.213743,1820800,0,0,0,0,430.2
"n-hexyl iodide",NA,C6H13I,liq,RG11,NA,2012-01-07,CGL_Ttr,cal,9460.564,-33943.595,79.548,52.761,148.6,-36.305,0.227055,1899500,0,0,0,0,454.5
"n-heptyl iodide",NA,C7H15I,liq,RG11,NA,2012-01-07,CGL_Ttr,cal,10724.904,-40093.212,87.287,59.787,165.7,-33.676,0.238838,1978200,0,0,0,0,477.2
"n-octyl iodide",NA,C8H17I,liq,RG11,NA,2012-01-07,CGL,cal,11989.006,-46242.83,95.026,66.867,182.8,-30.617,0.249355,2056900,0,0,0,0,NA
"n-nonyl iodide",NA,C9H19I,liq,RG11,NA,2012-01-07,CGL,cal,13253.346,-52392.447,102.765,74.087,199.9,-27.175,0.259058,2135600,0,0,0,0,NA
"n-decyl iodide",NA,C10H21I,liq,RG11,NA,2012-01-07,CGL,cal,14517.447,-58542.065,110.504,81.372,217,-23.518,0.26826,2214300,0,0,0,0,NA
"isopropyl iodide",NA,C3H7I,liq,RG11,NA,2012-01-07,CGL_Ttr,cal,3646.75,-17900.096,55.043,30.502,102.6,-38.313,0.173877,1508900,0,0,0,0,362.6
"isobutyl iodide",NA,C4H9I,liq,RG11,NA,2012-01-07,CGL_Ttr,cal,5881.214,-22904.159,63.37,37.588,118.2,-37.237,0.191467,1576900,0,0,0,0,394.2
sec-butyliodide,NA,C4H9I,liq,RG11,NA,2012-01-07,CGL_Ttr,cal,6084.847,-22384.082,64.431,36.714,118.2,-32.792,0.176649,1496900,0,0,0,0,393.2
tert-butyliodide,NA,C4H9I,liq,RG11,NA,2012-01-07,CGL_Ttr,cal,4245.22,-25908.222,58.781,38.078,113.9,-30.33,0.180139,1306800,0,0,0,0,373.2
diiodomethane,NA,CH2I2,liq,RG11,NA,2012-01-07,CGL_Ttr,cal,20658.939,16371.893,45.985,24.713,80.7,-80.497,0.246033,2830900,0,0,0,0,455
"1,2-diiodoethane",NA,C2H4I2,liq,RG11,NA,2012-01-07,CGL_Ttr,cal,14684.034,4067.878,57.361,31.164,97.9,-80.139,0.263528,2909600,0,0,0,0,473.2
"1,3-diiodopropane",NA,C3H6I2,liq,RG11,NA,2012-01-07,CGL,cal,15946.941,-2081.74,65.105,37.792,115.1,-79.254,0.279828,2988300,0,0,0,0,NA
"1,4-diiodobutane",NA,C4H8I2,liq,RG11,NA,2012-01-07,CGL,cal,17209.847,-8231.358,72.849,44.57,132.3,-77.772,0.294622,3067000,0,0,0,0,NA
iodobenzene,NA,C6H5I,liq,RG11,NA,2012-01-07,CGL_Ttr,cal,41252.868,27700.765,54.739,37.765,112.1,15.562,0.059034,409000,0,0,0,0,461.5
"1,2-diiodobenzene",NA,C6H4I2,liq,RG11,NA,2012-01-07,CGL_Ttr,cal,53751.195,44694.073,68.078,45.282,135.5,24.171,0.046702,639000,0,0,0,0,559
"1,3-diiodobenzene",NA,C6H4I2,liq,RG11,NA,2012-01-07,CGL_Ttr,cal,51089.866,42173.04,68.549,42.968,134.8,26.262,0.03891,453800,0,0,0,0,558
"1,4-diiodobenzene",NA,C6H4I2,liq,RG11,NA,2012-01-07,CGL_Ttr,cal,52375.478,43743.069,69.503,42.968,134.8,26.262,0.03891,453800,0,0,0,0,558
2-iodotoluene,NA,C7H7I,liq,RG11,NA,2012-01-07,CGL_Ttr,cal,38561.663,18690.249,66.15,45.11,129.8,17.263,0.074833,492000,0,0,0,0,484.7
3-iodotoluene,NA,C7H7I,liq,RG11,NA,2012-01-07,CGL_Ttr,cal,38776.769,18905.354,66.15,42.792,129.1,19.352,0.067041,306800,0,0,0,0,486.2
4-iootoluene,NA,C7H7I,liq,RG11,NA,2012-01-07,CGL_Ttr,cal,35980.402,16108.987,66.15,42.792,129.1,19.352,0.067041,306800,0,0,0,0,487.7
iodomethylbenzene,NA,C7H7I,liq,RG11,NA,2012-01-07,CGL_Ttr,cal,35671.128,13800.191,59.443,45.533,123.2,-25.433,0.183126,1454800,0,0,0,0,513
1-iodonaphthalene,NA,C10H7I,liq,RG11,NA,2012-01-07,CGL_Ttr,cal,60240.918,38599.426,64.328,53.066,146.5,28.721,0.075382,166200,0,0,0,0,575
2-iodonaphthalene,NA,C10H7I,liq,RG11,NA,2012-01-07,CGL_Ttr,cal,59973.47,38157.266,63.743,52.058,147.7,29.821,0.072897,44800,0,0,0,0,581
methyl-2-iodobenzoate,NA,C8H7IO2,liq,RG11,NA,2012-01-07,CGL,cal,-26870.459,-58102.294,78.451,59.051,147.6,34.823,0.070841,276100,0,0,0,0,NA
