name,abbrv,formula,state,ref1,ref2,date,model,E_units,G,H,S,Cp,V,a1.a,a2.b,a3.c,a4.d,c1.e,c2.f,omega.lambda,z.T
water,NA,H2O,liq,JOH92,HGK84,2006-10-25,H2O,cal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
e-,NA,(Z-1),aq,OBIGT06,NA,2006-10-28,HKF,cal,0,0,15.6166,0,0,0,0,0,0,0,0,0,0
H+,H+,H+,aq,Den81,NA,1997-11-06,HKF,cal,0,0,0,0,0,0,0,0,0,0,0,0,0
