name,abbrv,formula,state,ref1,ref2,date,G,H,S,Cp,V,a1.a,a2.b,a3.c,a4.d,c1.e,c2.f,omega.lambda,z.T
SiO2,NA,SiO2,aq,AS04,NA,08.Feb.19,-199540,-212179,11.128325,-22.324515,15.575422,1.9,1.7,20,-2.7,32.221331,-25.288582,0.342671,0
HSiO3-,HSiO3-,HSiO3-,aq,"SSH97.2 [S98]",CHNOSZ.8,08.Feb.19,-243151,-276276,-1.871675,-21,5,2.9735,-0.5158,5.9467,-2.7575,8.1489,-7.3123,1.5511,-1
