name,abbrv,formula,state,ref1,ref2,date,model,E_units,G,H,S,Cp,V,a1.a,a2.b,a3.c,a4.d,c1.e,c2.f,omega.lambda,z.T
Ba(For)2,NA,Ba(CHO2)2,aq,SK95,NA,1993-08-26,HKF,cal,-304769,-329933,62.275,41.8,58.6,9.77,16.0719,-0.5623,-3.4433,30.387,5.4799,-0.03,0
Mn(For)+,NA,MnCHO2+,aq,SK95,NA,1993-08-26,HKF,cal,-140681,-155735,7.415,38.4,16.1,4.1094,2.2545,4.859,-2.8721,32.7312,4.7962,0.4379,1
Mn(For)2,NA,Mn(CHO2)2,aq,SK95,NA,1993-08-26,HKF,cal,-226030,-259601,26.769,77.8,53,9.0055,14.206,0.1701,-3.3662,51.4842,12.8126,-0.03,0
Fe(For)+,NA,FeCHO2+,aq,SK95,NA,1993-08-16,HKF,cal,-108225,-125651,-3.492,29.4,10.4,3.3887,0.4923,5.5575,-2.7993,29.008,2.9629,0.6063,1
Fe(For)2,NA,Fe(CHO2)2,aq,SK95,NA,1993-08-16,HKF,cal,-193710,-230658,12.495,60.2,46.7,8.1392,12.0952,0.9892,-3.2789,41.1929,9.2357,-0.03,0
Ni(For)+,NA,NiCHO2+,aq,SK95,NA,1993-08-26,HKF,cal,-97313,-117573,-10.582,21.3,2.8,2.3868,-1.9558,6.5236,-2.698,25.2125,1.313,0.7096,1
Ni(For)2,NA,Ni(CHO2)2,aq,SK95,SLOP16.6,1998-06-02,HKF,cal,-182853,-223391,3.217,44.4,38.2,6.984,9.2687,2.1133,-3.1621,31.9308,6.0164,-0.03,0
Cu(For)+,NA,CuCHO2+,aq,SK95,SLOP16.6,1998-06-02,HKF,cal,-70888,-88344,-0.22,34.8,7.7,3.005,-0.443,5.9211,-2.7606,31.6869,4.0629,0.5536,1
Cu(For)2,NA,Cu(CHO2)2,aq,SK95,NA,1993-08-16,HKF,cal,-156551,-193183,16.777,70.8,43.7,7.7315,11.0979,1.3851,-3.2377,47.3676,11.3819,-0.03,0
Zn(For)+,NA,ZnCHO2+,aq,SK95,NA,1993-08-26,HKF,cal,-121477,-140698,-4.31,33.5,8,3.0712,-0.2795,5.8532,-2.7673,31.4547,3.7879,0.6143,1
Zn(For)2,NA,Zn(CHO2)2,aq,SK95,NA,1993-08-26,HKF,cal,-206908,-245726,11.424,68.1,44.1,7.7824,11.2204,1.3417,-3.2428,45.824,10.8453,-0.03,0
Pb(For)+,NA,PbCHO2+,aq,SK95,NA,1993-08-16,HKF,cal,-92150,-100688,37.138,19.1,17.7,4.1867,2.4389,4.7962,-2.8797,17.2647,0.8546,-0.01,1
Pb(For)2,NA,Pb(CHO2)2,aq,SK95,NA,1993-08-16,HKF,cal,-177718,-202038,65.665,40,54.9,9.2604,14.8299,-0.0792,-3.392,29.3579,5.1222,-0.03,0
Co(For)+,NA,CoCHO2+,aq,SK95,NA,1993-08-26,HKF,cal,-99399,-118148,-5.401,30.1,7.9,3.0614,-0.3037,5.8638,-2.7663,29.6264,3.1004,0.6305,1
Co(For)2,NA,Co(CHO2)2,aq,SK95,NA,1993-08-26,HKF,cal,-184926,-223371,9.997,61.6,43.9,7.7655,11.1773,1.3615,-3.241,41.9649,9.5039,-0.03,0
Cd(For)+,NA,CdCHO2+,aq,SK95,NA,1993-08-26,HKF,cal,-104932,-121320,7.688,40,17.7,4.3381,2.8097,4.6479,-2.8951,33.5224,5.0712,0.4379,1
Cd(For)2,NA,Cd(CHO2)2,aq,SK95,NA,1993-08-26,HKF,cal,-191523,-226403,27.125,80.4,54.9,9.2604,14.8299,-0.0792,-3.392,53.0278,13.3492,-0.03,0
Eu(For)+,NA,EuCHO2+,aq,SK95,NA,1993-08-26,HKF,cal,-214872,-227054,28.139,61.2,32.7,6.2755,7.5431,2.7814,-3.0907,43.1702,9.4253,0.1254,1
Eu(For)2,NA,Eu(CHO2)2,aq,SK95,NA,1993-08-26,HKF,cal,-300521,-329314,53.889,122.1,71.5,11.5367,20.3852,-2.2565,-3.6216,77.4695,21.8445,-0.03,0
La(For)+2,NA,LaCHO2+2,aq,SK95,NA,1993-08-26,HKF,cal,-251450,-274343,-28.538,9.3,-7.9,1.1858,-4.8808,7.6567,-2.5771,25.2949,-1.1466,1.4867,2
La(For)2+,NA,La(CHO2)2+,aq,SK95,NA,1993-08-26,HKF,cal,-337849,-378757,-7.498,23.1,26.3,5.5879,5.8627,3.4454,-3.0213,25.8186,1.6684,0.6644,1
Eu(For)+2,NA,EuCHO2+2,aq,SK95,SLOP16.6,1993-08-26,HKF,cal,-224968,-249814,-29.956,10.6,-10.9,0.7809,-5.8667,8.0384,-2.5364,26.27,-0.8716,1.5067,2
Eu(For)2+,NA,Eu(CHO2)2+,aq,SK95,SLOP16.6,1998-06-02,HKF,cal,-311559,-354626,-9.431,25.7,22.9,5.1383,4.763,3.8812,-2.9758,27.6085,2.205,0.6911,1
Gd(For)+2,NA,GdCHO2+2,aq,SK95,NA,1993-08-16,HKF,cal,-246091,-268634,-24.567,12.2,-9.9,0.8917,-5.5954,7.9307,-2.5476,26.4744,-0.5508,1.4287,2
Gd(For)2+,NA,Gd(CHO2)2+,aq,SK95,NA,1993-08-16,HKF,cal,-332531,-372659,-2.084,28.8,24.1,5.2546,5.0511,3.7601,-2.9877,28.4144,2.8309,0.5831,1
Yb(For)+2,NA,YbCHO2+2,aq,SK95,NA,1993-08-26,HKF,cal,-240545,-265749,-35.487,11.1,-14.5,0.3247,-6.9803,8.4752,-2.4903,27.3976,-0.7799,1.6005,2
Yb(For)2+,NA,Yb(CHO2)2+,aq,SK95,NA,1993-08-26,HKF,cal,-327027,-370998,-16.973,26.6,18.9,4.6352,3.5352,4.3629,-2.925,29.2285,2.3838,0.8111,1
U(For)+2,NA,UCHO2+2,aq,SK95,NA,1993-08-26,HKF,cal,-201409,-221316,-20.17,9.9,-7.8,1.1596,-4.9432,7.6782,-2.5745,24.5615,-1.0091,1.3642,2
U(For)2+,NA,U(CHO2)2+,aq,SK95,SLOP16.6,1998-06-02,HKF,cal,-288791,-325914,3.911,24.4,26.4,5.5468,5.7644,3.4796,-3.0172,25.007,1.9367,0.4925,1
Na(Prop),NA,NaCH3CH2CO2,aq,SK95,NA,1993-08-16,HKF,cal,-149429,-180229,40.133,120.9,62.7,10.3288,17.4408,-1.11,-3.4999,76.766,21.5999,-0.03,0
Na(Prop)2-,NA,Na(CH3CH2CO2)2-,aq,SK95,NA,1993-08-16,HKF,cal,-235845,-305289,57.291,279.4,133.7,20.3185,41.8311,-10.6923,-4.5082,176.9413,53.8837,0.7616,-1
K(Prop),NA,KCH3CH2CO2,aq,SK95,NA,1993-09-15,HKF,cal,-154321,-182101,53.468,105,74,11.8793,21.2223,-2.586,-3.6562,67.4299,18.355,-0.03,0
K(Prop)2-,NA,K(CH3CH2CO2)2-,aq,SK95,NA,1993-09-15,HKF,cal,-240709,-306125,74.011,248.3,146.3,21.9605,45.8408,-12.2686,-4.674,156.392,47.5525,0.5082,-1
Ca(Prop)+,NA,CaCH3CH2CO2+,aq,SK95,NA,1993-09-15,HKF,cal,-219818,-251925,17.805,128.9,43.8,7.8503,11.3857,1.2776,-3.2496,84.3239,23.2239,0.2832,1
Ca(Prop)2,NA,Ca(CH3CH2CO2)2,aq,SK95,NA,1993-09-15,HKF,cal,-306942,-374653,45.165,297.2,112.7,17.1716,34.1451,-7.6668,-4.1905,180.0633,57.5034,-0.03,0
Mg(Prop)+,NA,MgCH3CH2CO2+,aq,SK95,NA,1993-09-15,HKF,cal,-196257,-235660,-8.782,133.8,39.9,7.453,10.4173,1.6547,-3.2096,90.8863,24.2277,0.6821,1
Mg(Prop)2,NA,Mg(CH3CH2CO2)2,aq,SK95,NA,1993-09-15,HKF,cal,-283437,-360889,10.373,306.8,108.3,16.5787,32.697,-7.0965,-4.1306,185.6977,59.4618,-0.03,0
Sr(Prop)+,NA,SrCH3CH2CO2+,aq,SK95,NA,1993-09-15,HKF,cal,-221857,-252548,25.945,123.2,44.5,7.9074,11.5294,1.2116,-3.2555,79.8554,22.069,0.1589,1
Sr(Prop)2,NA,Sr(CH3CH2CO2)2,aq,SK95,NA,1993-09-15,HKF,cal,-308491,-374036,55.817,286.1,113.5,17.282,34.4174,-7.7796,-4.2017,173.5798,55.2499,-0.03,0
Ba(Prop)+,NA,BaCH3CH2CO2+,aq,SK95,NA,1993-09-15,HKF,cal,-221005,-248190,39.347,118.2,49.9,8.572,13.1515,0.5756,-3.3226,75.0141,21.0377,-0.0446,1
Ba(Prop)2,NA,Ba(CH3CH2CO2)2,aq,SK95,NA,1993-09-15,HKF,cal,-307529,-368336,73.356,276.3,119.4,18.0991,36.4138,-8.5671,-4.2842,167.7909,53.2379,-0.03,0
Mn(Prop)+,NA,MnCH3CH2CO2+,aq,SK95,NA,1993-09-15,HKF,cal,-143016,-176112,12.215,136.6,44.8,8.0255,11.8128,1.1111,-3.2672,89.6329,24.796,0.3686,1
Mn(Prop)2,NA,Mn(CH3CH2CO2)2,aq,SK95,NA,1993-09-15,HKF,cal,-230823,-300037,37.85,312.3,113.9,17.3347,34.5476,-7.8345,-4.2071,188.8879,60.5707,-0.03,0
Fe(Prop)+,NA,FeCH3CH2CO2+,aq,SK95,SLOP16.6,1998-06-02,HKF,cal,-110833,-146858,1.308,127.6,39.2,7.3034,10.0542,1.7914,-3.1945,85.8682,22.9627,0.5324,1
Fe(Prop)2,NA,Fe(CH3CH2CO2)2,aq,SK95,SLOP16.6,1998-06-02,HKF,cal,-199008,-272176,23.576,294.7,107.5,16.4683,32.4309,-6.9996,-4.1196,178.5967,56.9937,-0.03,0
Ni(Prop)+,NA,NiCH3CH2CO2+,aq,SK95,NA,1993-09-15,HKF,cal,-99635,-137936,-5.782,119.5,31.6,6.3025,7.6097,2.7546,-3.0935,82.101,21.3127,0.6388,1
Ni(Prop)2,NA,Ni(CH3CH2CO2)2,aq,SK95,NA,1993-09-15,HKF,cal,-187632,-263708,14.298,278.9,99.1,15.3131,29.6105,-5.8911,-4.003,169.3347,53.7744,-0.03,0
Cu(Prop)+,NA,CuCH3CH2CO2+,aq,SK95,NA,1993-08-16,HKF,cal,-74124,-109577,4.58,133,36.5,6.9197,9.1126,2.1719,-3.1556,88.5486,24.0627,0.4799,1
Cu(Prop)2,NA,Cu(CH3CH2CO2)2,aq,SK95,NA,1993-08-16,HKF,cal,-162995,-235268,27.858,305.2,104.5,16.0606,31.4336,-6.6036,-4.0784,184.7714,59.1399,-0.03,0
Zn(Prop)+,NA,ZnCH3CH2CO2+,aq,SK95,NA,1993-09-15,HKF,cal,-123675,-160939,0.49,131.7,36.8,6.9879,9.2834,2.0962,-3.1627,88.3708,23.7877,0.5464,1
Zn(Prop)2,NA,Zn(CH3CH2CO2)2,aq,SK95,NA,1993-09-15,HKF,cal,-211455,-285915,22.506,302.6,104.9,16.1116,31.5558,-6.6473,-4.0834,183.2279,58.6033,-0.03,0
Pb(Prop)+,NA,PbCH3CH2CO2+,aq,SK95,NA,1993-08-16,HKF,cal,-95672,-122252,41.938,117.3,46.5,8.1013,12.0011,1.0303,-3.275,74.1249,20.8544,-0.0838,1
Pb(Prop)2,NA,Pb(CH3CH2CO2)2,aq,SK95,NA,1993-08-16,HKF,cal,-184202,-244164,76.746,274.5,115.7,17.5895,35.1655,-8.0682,-4.2326,166.7618,52.8802,-0.03,0
Co(Prop)+,NA,CoCH3CH2CO2+,aq,SK95,NA,1993-09-15,HKF,cal,-101557,-138347,-0.601,128.3,36.7,6.9775,9.2545,2.1152,-3.1615,86.5252,23.1002,0.5608,1
Co(Prop)2,NA,Co(CH3CH2CO2)2,aq,SK95,NA,1993-09-15,HKF,cal,-189405,-263492,21.078,296,104.8,16.0946,31.5192,-6.6433,-4.0819,179.3685,57.262,-0.03,0
Cd(Prop)+,NA,CdCH3CH2CO2+,aq,SK95,NA,1993-09-15,HKF,cal,-107908,-142338,12.488,138,46.5,8.2526,12.366,0.8957,-3.2901,90.3786,25.071,0.3636,1
Cd(Prop)2,NA,Cd(CH3CH2CO2)2,aq,SK95,NA,1993-09-15,HKF,cal,-196520,-267043,38.207,314.9,115.7,17.5895,35.1655,-8.0682,-4.2326,190.4317,61.1072,-0.03,0
Eu(Prop)+,NA,EuCH3CH2CO2+,aq,SK95,SLOP16.6,1993-09-15,HKF,cal,-216648,-246840,32.939,159.4,61.4,10.1903,17.0986,-0.9659,-3.4858,100.0361,29.4251,0.0521,1
Eu(Prop)2,NA,Eu(CH3CH2CO2)2,aq,SK95,NA,1993-09-15,HKF,cal,-303186,-367621,64.97,356.6,132.4,19.8658,40.727,-10.2606,-4.4626,214.8734,69.6025,-0.03,0
La(Prop)+2,NA,LaCH3CH2CO2+2,aq,SK95,NA,1993-09-15,HKF,cal,-254208,-295142,-23.738,107.5,20.9,5.1026,4.6756,3.9168,-2.9722,82.2145,18.853,1.4192,2
La(Prop)2+,NA,La(CH3CH2CO2)2+,aq,SK95,NA,1993-09-15,HKF,cal,-343420,-419891,3.847,257.5,87.2,13.8589,26.0573,-4.4896,-3.8561,161.6388,49.4265,0.4925,1
Eu(Prop)+2,NA,EuCH3CH2CO2+2,aq,SK95,NA,1993-09-15,HKF,cal,-227972,-270831,-25.156,108.8,17.9,4.6974,3.6905,4.2941,-2.9315,83.18,19.128,1.4382,2
Eu(Prop)2+,NA,Eu(CH3CH2CO2)2+,aq,SK95,NA,1998-06-02,HKF,cal,-317566,-396115,1.913,260.2,83.8,13.4114,24.9646,-4.0601,-3.8109,163.4871,49.963,0.5256,1
Gd(Prop)+2,NA,GdCH3CH2CO2+2,aq,SK95,NA,1993-08-16,HKF,cal,-249081,-289666,-19.767,110.4,18.9,4.8065,3.9537,4.1983,-2.9423,83.3388,19.4489,1.3552,2
Gd(Prop)2+,NA,Gd(CH3CH2CO2)2+,aq,SK95,NA,1993-08-16,HKF,cal,-338525,-414216,9.261,263.3,84.9,13.5253,25.2465,-4.1796,-3.8226,164.2235,50.589,0.41,1
Yb(Prop)+2,NA,YbCH3CH2CO2+2,aq,SK95,NA,1993-09-15,HKF,cal,-243276,-286522,-30.687,109.3,14.3,4.2395,2.5689,4.7426,-2.8851,84.2616,19.2197,1.5269,2
Yb(Prop)2+,NA,Yb(CH3CH2CO2)2+,aq,SK95,NA,1993-09-15,HKF,cal,-332543,-412078,-5.628,261.5,79.8,12.9061,23.73,-3.5735,-3.7599,165.0447,50.1419,0.6388,1
U(Prop)+2,NA,UCH3CH2CO2+2,aq,SK95,NA,1993-09-15,HKF,cal,-204317,-242266,-15.37,108.1,21,5.0757,4.615,3.9293,-2.9697,81.4601,18.9905,1.2944,2
U(Prop)2+,NA,U(CH3CH2CO2)2+,aq,SK95,NA,1993-09-15,HKF,cal,-293529,-366108,15.255,258.7,87.3,13.8181,25.9582,-4.4517,-3.852,160.8356,49.6947,0.3215,1
Na(But),NA,NaCH3(CH2)2CO2,aq,SK95,SLOP16.6,1998-06-02,HKF,cal,-147269,-186227,45.433,146.2,78,12.4293,22.5644,-3.1127,-3.7117,91.559,26.7417,-0.03,0
Na(But)2-,NA,Na(CH3CH2CH2CO2)2-,aq,SK95,SLOP16.6,1998-06-02,HKF,cal,-231511,-316876,69.236,339.7,166.1,24.6982,52.5272,-14.901,-4.9504,210.5987,66.1618,0.5806,-1
K(But),NA,KCH3(CH2)2CO2,aq,SK95,SLOP16.6,2007-10-11,HKF,cal,-152161,-188096,58.768,130.3,89.3,13.9798,26.352,-4.604,-3.8683,82.2231,23.4967,-0.03,0
K(But)2-,NA,K(CH3CH2CH2CO2)2-,aq,SK95,SLOP16.6,1998-06-02,HKF,cal,-236375,-317708,85.956,308.6,178.8,26.3402,56.5369,-16.4778,-5.1161,190.0492,59.8305,0.3272,-1
Ca(But)+,NA,CaCH3(CH2)2CO2+,aq,SK95,SLOP16.6,1998-06-02,HKF,cal,-217467,-257740,23.105,154.2,59.1,9.9235,16.4497,-0.7166,-3.4589,98.3731,28.3657,0.2025,1
Ca(But)2,NA,Ca(CH3CH2CH2CO2)2,aq,SK95,SLOP16.6,1998-06-02,HKF,cal,-302268,-385820,57.401,357.5,145.1,21.6124,44.9931,-11.9404,-4.6389,215.3882,69.7815,-0.03,0
Mg(But)+,NA,MgCH3(CH2)2CO2+,aq,SK95,SLOP16.6,1998-06-02,HKF,cal,-193879,-241438,-3.482,159.1,55.2,9.5279,15.4831,-0.3354,-3.419,104.9814,29.3694,0.6063,1
Mg(But)2,NA,Mg(CH3CH2CH2CO2)2,aq,SK95,SLOP16.6,1998-06-02,HKF,cal,-278694,-3719788,22.608,367.1,140.8,21.0196,43.5448,-11.3703,-4.579,221.0226,71.7399,-0.03,0
Sr(But)+,NA,SrCH3(CH2)2CO2+,aq,SK95,SLOP16.6,1998-06-02,HKF,cal,-219575,-258399,31.245,148.5,59.9,9.9807,16.5869,-0.7651,-3.4646,93.9079,27.2107,0.0785,1
Sr(But)2,NA,Sr(CH3CH2CH2CO2)2,aq,SK95,SLOP16.6,1998-06-02,HKF,cal,-303925,-385278,68.053,346.4,145.9,21.7228,45.2592,-12.0373,-4.6499,208.9047,67.528,-0.03,0
Ba(But)+,NA,BaCH3(CH2)2CO2+,aq,SK95,SLOP16.6,1998-06-02,HKF,cal,-218640,-253970,44.647,143.4,65.2,10.6454,18.215,-1.416,-3.5319,89.0694,26.1794,-0.1247,1
Ba(But)2,NA,Ba(CH3CH2CH2CO2)2,aq,SK95,SLOP16.6,1998-06-02,HKF,cal,-302827,-379450,85.592,336.5,151.9,22.5399,47.2556,-12.8248,-4.7324,203.116,65.5159,-0.03,0
Mn(But)+,NA,MnCH3(CH2)2CO2+,aq,SK95,SLOP16.6,1998-06-02,HKF,cal,-140788,-182039,17.515,161.9,60.2,10.0986,16.877,-0.8847,-3.4766,103.6776,29.9377,0.2873,1
Mn(But)2,NA,Mn(CH3CH2CH2CO2)2,aq,SK95,SLOP16.6,1998-06-02,HKF,cal,-226367,-311411,50.086,372.5,146.3,21.7755,45.3895,-12.0924,-4.6553,224.213,72.8487,-0.03,0
Fe(But)+,NA,FeCH3(CH2)2CO2+,aq,SK95,SLOP16.6,1998-06-02,HKF,cal,-108714,-152880,6.608,152.9,54.5,9.3758,15.1141,-0.1954,-3.4037,99.8978,28.1044,0.4496,1
Fe(But)2,NA,Fe(CH3CH2CH2CO2)2,aq,SK95,SLOP16.6,1998-06-02,HKF,cal,-194743,-283705,35.812,355,140,20.9091,43.2727,-11.2572,-4.5678,213.9216,69.2718,-0.03,0
Ni(But)+,NA,NiCH3(CH2)2CO2+,aq,SK95,SLOP16.6,1998-06-02,HKF,cal,-97925,-144389,-0.482,144.8,46.9,8.3767,12.6711,0.7713,-3.3027,96.1758,26.4544,0.5608,1
Ni(But)2,NA,Ni(CH3CH2CH2CO2)2,aq,SK95,SLOP16.6,1998-06-02,HKF,cal,-184117,-276030,26.534,339.2,131.5,19.754,40.4521,-10.1489,-4.4512,204.6596,66.0525,-0.03,0
Cu(But)+,NA,CuCH3(CH2)2CO2+,aq,SK95,SLOP16.6,1998-06-02,HKF,cal,-71854,-115462,9.88,158.3,51.8,8.9947,14.1844,0.1682,-3.3653,102.6486,29.2044,0.4046,1
Cu(But)2,NA,Cu(CH3CH2CH2CO2)2,aq,SK95,SLOP16.6,1998-06-02,HKF,cal,-158470,-246574,40.094,365.5,137,20.5014,42.2754,-10.8613,-4.5266,220.0963,71.418,-0.03,0
Zn(But)+,NA,ZnCH3(CH2)2CO2+,aq,SK95,SLOP16.6,1998-06-02,HKF,cal,-121815,-167247,5.79,156.9,52.2,9.0597,14.3386,0.1167,-3.3717,102.381,28.9294,0.4615,1
Zn(But)2,NA,Zn(CH3CH2CH2CO2)2,aq,SK95,SLOP16.6,1998-06-02,HKF,cal,-207667,-297971,34.741,362.9,137.4,20.5524,42.4038,-10.9205,-4.5319,218.5528,70.8814,-0.03,0
Pb(But)+,NA,PbCH3(CH2)2CO2+,aq,SK95,SLOP16.6,1998-06-02,HKF,cal,-92817,-127542,47.238,142.5,61.9,10.1748,17.0643,-0.9612,-3.4843,88.1802,25.9961,-0.1639,1
Pb(But)2,NA,Pb(CH3CH2CH2CO2)2,aq,SK95,SLOP16.6,1998-06-02,HKF,cal,-179077,-254860,88.982,334.8,148.2,22.0303,46.0136,-12.3417,-4.6811,202.0867,65.1583,-0.03,0
Co(But)+,NA,CoCH3(CH2)2CO2+,aq,SK95,SLOP16.6,1998-06-02,HKF,cal,-99984,-144915,4.699,153.5,52.1,9.0507,14.3185,0.12,-3.3708,100.5727,28.2419,0.4799,1
Co(But)2,NA,Co(CH3CH2CH2CO2)2,aq,SK95,SLOP16.6,1998-06-02,HKF,cal,-186135,-276039,33.314,356.3,137.2,20.5354,42.361,-10.9009,-4.5301,214.6936,69.54,-0.03,0
Cd(But)+,NA,CdCH3(CH2)2CO2+,aq,SK95,SLOP16.6,1998-06-02,HKF,cal,-105285,-147864,17.788,163.2,61.9,10.3259,17.4297,-1.097,-3.4994,104.4311,30.2127,0.2832,1
Cd(But)2,NA,Cd(CH3CH2CH2CO2)2,aq,SK95,SLOP16.6,1998-06-02,HKF,cal,-191463,-277809,50.443,375.2,148.2,22.0303,46.0136,-12.3417,-4.6811,225.7566,73.3853,-0.03,0
Eu(But)+,NA,EuCH3(CH2)2CO2+,aq,SK95,SLOP16.6,1998-06-02,HKF,cal,-214119,-252667,38.239,184.6,76.8,12.2638,22.1618,-2.957,-3.6951,114.0923,34.5668,-0.0278,1
Eu(But)2,NA,Eu(CH3CH2CH2CO2)2,aq,SK95,SLOP16.6,1998-06-02,HKF,cal,-298525,-378958,77.206,416.9,164.8,24.3067,51.5686,-14.5188,-4.9107,250.1983,81.8806,-0.03,0
La(But)+2,NA,LaCH3(CH2)2CO2+2,aq,SK95,SLOP16.6,1998-06-02,HKF,cal,-252198,-301286,-18.438,132.7,36.2,7.1755,9.7404,1.9188,-3.1816,96.2547,23.9948,1.3375,2
La(But)2+,NA,La(CH3CH2CH2CO2)2+,aq,SK95,SLOP16.6,1998-06-02,HKF,cal,-339359,-431572,16.373,317.8,119.6,18.2361,36.7475,-8.6968,-4.298,195.2278,61.7045,0.3041,1
Eu(But)+2,NA,EuCH3(CH2)2CO2+2,aq,SK95,SLOP16.6,1998-06-02,HKF,cal,-225716,-276714,-19.856,134,33.2,6.7698,8.7503,2.3069,-3.1406,97.2089,24.2698,1.3552,2
Eu(But)2+,NA,Eu(CH3CH2CH2CO2)2+,aq,SK95,SLOP16.6,1998-06-02,HKF,cal,-313068,-407345,14.439,320.5,116.3,17.7879,35.6504,-8.2592,-4.2527,197.0574,62.2411,0.3351,1
Gd(But)+2,NA,GdCH3(CH2)2CO2+2,aq,SK95,SLOP16.6,1998-06-02,HKF,cal,-246839,-295539,-14.467,135.6,34.2,6.8808,9.0211,2.2007,-3.1518,97.4167,24.5906,1.2776,2
Gd(But)2+,NA,Gd(CH3CH2CH2CO2)2+,aq,SK95,SLOP16.6,1998-06-02,HKF,cal,-334041,-425436,21.787,323.5,117.4,17.9029,35.9294,-8.3657,-4.2642,197.8246,62.867,0.2229,1
Yb(But)+2,NA,YbCH3(CH2)2CO2+2,aq,SK95,NA,1993-08-26,HKF,cal,-241293,-291999,-25.387,134.5,29.7,6.31,7.6274,2.748,-3.0942,98.2368,24.3614,1.4382,2
Yb(But)2+,NA,Yb(CH3CH2CH2CO2)2+,aq,SK95,SLOP16.6,1998-06-02,HKF,cal,-328536,-423785,6.898,321.3,112.3,17.283,34.421,-7.7836,-4.2019,198.6263,62.4199,0.4496,1
U(But)+2,NA,UCH3(CH2)2CO2+2,aq,SK95,SLOP16.6,1998-06-02,HKF,cal,-202157,-248278,-10.07,133.4,36.4,7.1485,9.6738,1.9467,-3.1788,95.4995,24.1323,1.2126,2
U(But)2+,NA,U(CH3CH2CH2CO2)2+,aq,SK95,SLOP16.6,1998-06-02,HKF,cal,-289537,-377877,27.782,319.1,119.7,18.1945,36.6443,-8.6523,-4.2938,194.4029,61.9728,0.1308,1
Na(Pent),NA,NaCH3(CH2)3CO2,aq,SK95,NA,1993-08-16,HKF,cal,-145259,-192009,51.933,209.9,94,14.6201,27.9193,-5.2291,-3.9331,128.8681,39.7094,-0.03,0
Na(Pent)2-,NA,Na(CH3CH2CH2CH2CO2)2-,aq,SK95,NA,1993-08-16,HKF,cal,-227477,-327929,83.886,491.7,200,29.2549,63.6519,-19.2699,-5.4103,297.6442,97.1277,0.3584,-1
K(Pent),NA,KCH3(CH2)3CO2,aq,SK95,NA,1993-09-01,HKF,cal,-150151,-193881,65.268,193.9,105.4,16.1707,31.7005,-6.705,-4.0894,119.5323,36.4644,-0.03,0
K(Pent)2-,NA,K(CH3CH2CH2CH2CO2)2-,aq,SK95,NA,1993-09-01,HKF,cal,-232342,-328765,100.606,460.6,212.6,30.8965,67.6627,-20.8507,-5.5761,277.0852,90.7965,0.1041,-1
Ca(Pent)+,NA,CaCH3(CH2)3CO2+,aq,SK95,NA,1993-08-16,HKF,cal,-215129,-263187,29.605,217.8,75.1,12.0805,21.7185,-2.7923,-3.6767,134.7595,41.3334,0.1023,1
Ca(Pent)2,NA,Ca(CH3CH2CH2CH2CO2)2,aq,SK95,NA,1993-08-16,HKF,cal,-297634,-396159,72.407,509.5,179,26.2442,56.3017,-16.3832,-5.1064,304.4798,100.7475,-0.03,0
Mg(Pent)+,NA,MgCH3(CH2)3CO2+,aq,SK95,NA,1993-09-07,HKF,cal,-191528,-246880,3.018,222.7,71.2,11.6846,20.7465,-2.3979,-3.6366,141.3617,42.3371,0.5055,1
Mg(Pent)2,NA,Mg(CH3CH2CH2CH2CO2)2,aq,SK95,NA,1993-09-07,HKF,cal,-274046,-382313,37.615,519.1,174.6,25.6513,54.8536,-15.8129,-5.0465,310.1143,102.7059,-0.03,0
Sr(Pent)+,NA,SrCH3(CH2)3CO2+,aq,SK95,NA,1993-09-07,HKF,cal,-217114,-263755,37.745,212.1,75.9,12.1383,21.8541,-2.8337,-3.6823,130.3108,40.1784,-0.0199,1
Sr(Pent)2,NA,Sr(CH3CH2CH2CH2CO2)2,aq,SK95,NA,1993-09-07,HKF,cal,-299073,-395432,83.059,498.4,179.8,26.3546,56.5678,-16.4801,-5.1174,297.9963,98.494,-0.03,0
Ba(Pent)+,NA,BaCH3(CH2)3CO2+,aq,SK95,NA,1993-08-31,HKF,cal,-216357,-259492,51.147,207.1,81.2,12.803,23.4822,-3.4843,-3.7497,125.472,39.1471,-0.2231,1
Ba(Pent)2,NA,Ba(CH3CH2CH2CH2CO2)2,aq,SK95,NA,1993-08-31,HKF,cal,-298289,-389909,100.598,488.5,185.7,27.1717,58.5642,-17.2675,-5.1999,292.2076,96.4819,-0.03,0
Mn(Pent)+,NA,MnCH3(CH2)3CO2+,aq,SK95,NA,1993-09-09,HKF,cal,-138601,-187646,24.015,225.5,76.2,12.2563,22.144,-2.9511,-3.6943,140.0855,42.9054,0.1895,1
Mn(Pent)2,NA,Mn(CH3CH2CH2CH2CO2)2,aq,SK95,NA,1993-09-09,HKF,cal,-222006,-322033,65.092,524.5,180.2,26.4073,56.6981,-16.5352,-5.1228,313.3047,103.8147,-0.03,0
Fe(Pent)+,NA,FeCH3(CH2)3CO2+,aq,SK95,SLOP16.6,1998-06-02,HKF,cal,-106635,-158584,13.108,216.5,70.5,11.5343,20.3852,-2.2687,-3.6216,136.3259,41.0721,0.3539,1
Fe(Pent)2,NA,Fe(CH3CH2CH2CH2CO2)2,aq,SK95,NA,1993-08-16,HKF,cal,-190586,-293990,50.8,507,173.8,25.5409,54.5813,-15.7,-5.0353,303.0133,100.2378,-0.03,0
