name,abbrv,formula,state,ref1,ref2,date,model,E_units,G,H,S,Cp,V,a1.a,a2.b,a3.c,a4.d,c1.e,c2.f,omega.lambda,z.T
cristobalite,Crs,SiO2,cr,HDNB78,NA,1978-05-05,CGL,cal,-203895,-216755,10.372,NA,25.74,13.98,0.00334,-381000,0,0,0,0,543
cristobalite,Crs,SiO2,cr2,HDNB78,OBIGT.1,1978-05-05,CGL,cal,-203677.53,-216037.379,12.0495,NA,25.74,17.39,0.00031,-989000,0,0,0,0,2000
"cristobalite,alpha",A-Crs,SiO2,cr,HDNB78,NA,1978-05-05,CGL,cal,-203895,-216755,10.372,NA,25.74,13.98,0.00334,-381000,0,0,0,0,1000
"cristobalite,beta",B-Crs,SiO2,cr,HDNB78,NA,1978-05-05,CGL,cal,-203290,-215675,11.963,NA,27.38,17.39,0.00031,-989000,0,0,0,0,2000
"cronstedtite,7A",7A-Csd,Fe2Fe(FeSi)O5(OH)4,cr,HDNB78,NA,1978-05-05,CGL,cal,NA,NA,73.5,NA,110.9,84.79,0.04184,-1247600,0,0,0,0,950
"cronstedtite,7A",7A-Csd,Fe2Fe(FeSi)O5(OH)4,cr2,HDNB78,OBIGT.1,1978-05-05,CGL,cal,-160.595,NA,69.3289,NA,110.9,97.3,0.02324,-893000,0,0,0,0,1050
"cronstedtite,7A",7A-Csd,Fe2Fe(FeSi)O5(OH)4,cr3,HDNB78,OBIGT.1,1978-05-05,CGL,cal,957.096,NA,73.4065,NA,110.9,93.01,0.025,-893000,0,0,0,0,1500
cummingtonite,Cum,Mg7Si8O22(OH)2,cr,HDNB78,NA,2015-08-16,CGL,cal,NA,NA,127.5,NA,271.9,185.24,0.05861,-4166000,0,0,0,0,800
"daphnite,14A",Dph-14A,Fe5Al(AlSi3)O10(OH)8,cr,HDNB78,SLOP98.2,1978-05-05,CGL,cal,-1550482,-1695426,142.5,NA,213.42,176.21,0.04376,-3382000,0,0,0,0,1000
"daphnite,7A",7A-Dph,Fe5Al(AlSi3)O10(OH)8,cr,HDNB78,NA,1978-05-05,CGL,cal,NA,NA,138.9,NA,221.2,172.53,0.05228,-3723000,0,0,0,0,848
"daphnite,7A",7A-Dph,Fe5Al(AlSi3)O10(OH)8,cr2,HDNB78,OBIGT.1,1978-05-05,CGL,cal,3.159,NA,137.726,NA,221.2,175.72,0.04602,-3463000,0,0,0,0,1000
diaspore,Dsp,AlO(OH),cr,HDNB78,NA,1978-05-05,CGL,cal,-218402,-237170,8.43,NA,17.76,14.435,0.0042,0,0,0,0,0,500
dickite,Dck,Al2Si2O5(OH)4,cr,HDNB78,RH95.3,2020-07-06,CGL,cal,-907266,-984345,47.11,57.26,99.3,72.77,0.0292,-2152000,0,0,0,0,1000
diopside,Di,CaMg(SiO3)2,cr,HDNB78,SPRONS92.2,1990-03-15,CGL,cal,-723780,-765378,34.2,NA,66.09,52.87,0.00784,-1574000,0,0,0,0,1600
dolomite,Dol,CaMg(CO3)2,cr,HDNB78,SPRONS92.2,1990-03-15,CGL,cal,-517760,-556631,37.09,NA,64.365,41.557,0.023952,-988400,0,0,0,0,1000
"dolomite,disordered",Dis-Dol,CaMg(CO3)2,cr,HDNB78,SPRONS92.2,1990-03-15,CGL,cal,-515653,-553704,39.84,NA,64.39,44.711,0.017779,-1094800,0,0,0,0,1000
"dolomite,ordered",Ord-Dol,CaMg(CO3)2,cr,HDNB78,SPRONS92.2,1990-03-15,CGL,cal,-517760,-556631,37.09,NA,64.34,44.711,0.017779,-1094800,0,0,0,0,1000
edenite,Ed,Na(Ca2Mg5)(AlSi7)O22(OH2),cr,HDNB78,NA,1978-05-05,CGL,cal,NA,NA,161,NA,271,199.71,0.04878,-4601000,0,0,0,0,848
edenite,Ed,Na(Ca2Mg5)(AlSi7)O22(OH2),cr2,HDNB78,OBIGT.1,1978-05-05,CGL,cal,-3.895,NA,159.7767,NA,271,202.9,0.04252,-4331000,0,0,0,0,1000
enstatite,En,MgSiO3,cr,HDNB78,NA,1978-05-05,CGL,cal,-348930,-369686,16.2,NA,31.276,24.55,0.00474,-628000,0,0,0,0,903
enstatite,En,MgSiO3,cr2,HDNB78,OBIGT.1,1978-05-05,CGL,cal,-349581.153,-371758.464,11.4328,NA,31.296,28.765,0,0,0,0,0,0,1258
enstatite,En,MgSiO3,cr3,HDNB78,OBIGT.1,1978-05-05,CGL,cal,-349546.21,-371843.59,11.0302,NA,32.386,29.26,0,0,0,0,0,0,1800
epidote,Ep,Ca2FeAl2Si3O12(OH),cr,HDNB78,SPRONS92.2,1990-03-15,CGL,cal,-1450906,-1543992,75.28,NA,139.2,117.622,0.012816,-3186400,0,0,0,0,1100
"epidote,ordered",Ord-Ep,Ca2FeAl2Si3O12(OH),cr,HDNB78,SPRONS92.2,1990-03-15,CGL,cal,-1450906,-1544016,75.2,NA,139.2,113.78,0.01469,-2892000,0,0,0,0,1100
epistilbite,Eps,Ca(Al2Si6)O16*5H2O,cr,HDNB78,NA,1978-05-05,CGL,cal,NA,NA,152.9,NA,267.56,157.04,0.06087,-2183000,0,0,0,0,848
epistilbite,Eps,Ca(Al2Si6)O16*5H2O,cr2,HDNB78,OBIGT.1,1978-05-05,CGL,cal,-7.845,NA,150.4533,NA,267.56,163.42,0.04835,-1643000,0,0,0,0,1000
fayalite,Fa,Fe2SiO4,cr,HDNB78,NA,1978-05-05,CGL,cal,-330233,-354119,35.45,NA,46.39,36.51,0.00936,-670000,0,0,0,0,1490
ferroedenite,Fe-Ed,Na(Ca2Fe5)(AlSi7)O22(OH)2,cr,HDNB78,NA,1978-05-05,CGL,cal,NA,NA,193.7,NA,280.9,209.42,0.05044,-4236000,0,0,0,0,848
ferroedenite,Fe-Ed,Na(Ca2Fe5)(AlSi7)O22(OH)2,cr2,HDNB78,OBIGT.1,1978-05-05,CGL,cal,-3.895,NA,192.4767,NA,280.9,212.61,0.04418,-3966000,0,0,0,0,1000
ferrogedrite,Fe-Ged,(Fe5Al2)(Al2Si6)O22(OH)2,cr,HDNB78,NA,1978-05-05,CGL,cal,NA,NA,153.5,NA,265.9,196.27,0.05839,-3901000,0,0,0,0,903
ferrogedrite,Fe-Ged,(Fe5Al2)(Al2Si6)O22(OH)2,cr2,HDNB78,OBIGT.1,1978-05-05,CGL,cal,-1524.649,NA,143.598,NA,265.9,204.7,0.04891,-2645000,0,0,0,0,1258
ferrogedrite,Fe-Ged,(Fe5Al2)(Al2Si6)O22(OH)2,cr3,HDNB78,OBIGT.1,1978-05-05,CGL,cal,-2049.966,NA,142.1727,NA,265.9,205.69,0.04891,-2645000,0,0,0,0,1500
ferropargasite,Fe-Prg,Na(Ca2Fe4Al)(Al2Si6)O22(OH)2,cr,HDNB78,NA,1978-05-05,CGL,cal,-2526187,-2686900,185.5,NA,279.89,213.57,0.04299,-4729000,0,0,0,0,1000
ferrosilite,Fs,FeSiO3,cr,HDNB78,Hel85,1978-05-05,CGL,cal,-267588,-285658,21.63,NA,32.952,26.49,0.00507,-555000,0,0,0,0,413
ferrosilite,Fs,FeSiO3,cr2,HDNB78,OBIGT.1,1978-05-05,CGL,cal,-267566.749,-285550.307,21.9199,NA,33.008,23.865,0.00878,-470000,0,0,0,0,1400
ferrotremolite,Fe-Tr,(Ca2Fe5)Si8O22(OH)2,cr,HDNB78,NA,1978-05-05,CGL,cal,-2349100,-2511300,163.5,NA,282.8,197.93,0.05895,-4117000,0,0,0,0,800
fluoredenite,Fl-Ed,Na(Ca2Mg5)(AlSi7)O22(F)2,cr,HDNB78,NA,1978-05-05,CGL,cal,NA,NA,146.7,NA,272.5,195.23,0.04674,-4492000,0,0,0,0,848
fluoredenite,Fl-Ed,Na(Ca2Mg5)(AlSi7)O22(F)2,cr2,HDNB78,OBIGT.1,1978-05-05,CGL,cal,-3.895,NA,145.4767,NA,272.5,198.42,0.04048,-4222000,0,0,0,0,1000
fluorphlogopite,F-Phl,KMg3(AlSi3)O10(F)2,cr,HDNB78,RH95.4,2020-07-06,CGL,cal,-1437787,-1519001,80.38,NA,146.37,96.13,0.02674,-2041000,0,0,0,0,1000
fluortremolite,F-Tr,(Ca2Mg5)Si8O22(F)2,cr,HDNB78,NA,1978-05-05,CGL,cal,NA,NA,129.4,NA,270.45,183.74,0.05525,-4373000,0,0,0,0,800
forsterite,Fo,Mg2SiO4,cr,HDNB78,NA,1978-05-05,CGL,cal,-491564,-520000,22.75,NA,43.79,35.81,0.00654,-852000,0,0,0,0,1800
gehlenite,Gh,Ca2(Al2Si)O7,cr,HDNB78,SPRONS92.2,1990-03-15,CGL,cal,-903148,-951225,48.1,NA,90.24,63.74,0.008,-1512000,0,0,0,0,1800
gibbsite,Gbs,Al(OH)3,cr,HDNB78,NA,1978-05-05,CGL,cal,-276168,-309065,16.75,NA,31.956,8.65,0.0456,0,0,0,0,0,425
glaucophane,Gln,Na2(Mg3Al2)Si8O22(OH)2,cr,HDNB78,RH95.3,2020-07-06,CGL,cal,-2684226,-2859465,129.35,154.27,269.7,190.26,0.05936,-5001000,0,0,0,0,800
greenalite,Grn,Fe3Si2O5(OH)4,cr,HDNB78,NA,1978-05-05,CGL,cal,-715340,-644110,72.6,NA,115,81.65,0.0326,-1539000,0,0,0,0,1000
grossular,Grs,Ca3Al2Si3O12,cr,HDNB78,SPRONS92.2,1990-03-15,CGL,cal,-1496307,-1582737,60.87,NA,125.3,104.017,0.017013,-2731800,0,0,0,0,1000
grunerite,Gru,Fe7Si8O22(OH)2,cr,HDNB78,RH95.3,2020-07-06,CGL,cal,-2142639,-2299952,173.28,162.78,256.67,198.83,0.06093,-3955000,0,0,0,0,800
halloysite,Hal,Al2Si2O5(OH)4,cr,HDNB78,RH95.3,2020-11-10,CGL,cal,-903609,-980282,48.52,58.87,99.3,72.77,0.0292,-2152000,0,0,0,0,1000
hastingsite,Hs,Na(Ca2Fe4Fe)(Al2Si6)O22(OH)2,cr,HDNB78,NA,1978-05-05,CGL,cal,NA,NA,189.2,NA,280.3,211.57,0.05088,-4488000,0,0,0,0,950
hastingsite,Hs,Na(Ca2Fe4Fe)(Al2Si6)O22(OH)2,cr2,HDNB78,OBIGT.1,1978-05-05,CGL,cal,-79.315,NA,187.1167,NA,280.3,217.82,0.04158,-4310000,0,0,0,0,1050
hastingsite,Hs,Na(Ca2Fe4Fe)(Al2Si6)O22(OH)2,cr3,HDNB78,OBIGT.1,1978-05-05,CGL,cal,477.644,NA,189.1492,NA,280.3,215.68,0.04246,-4310000,0,0,0,0,1500
hedenbergite,Hd,CaFe(SiO3)2,cr,HDNB78,SPRONS92.2,1990-03-05,CGL,cal,-638998,-678276,40.7,NA,68.27,54.81,0.00817,-1501000,0,0,0,0,1600
hematite,Hem,Fe2O3,cr,HDNB78,NA,1978-05-05,CGL,cal,-178155,-197720,20.94,NA,30.274,23.49,0.0186,-355000,0,0,0,0,950
hematite,Hem,Fe2O3,cr2,HDNB78,OBIGT.1,1978-05-05,CGL,cal,-178206.12,-198965.094,16.9353,NA,30.274,36,0,0,0,0,0,0,1050
hematite,Hem,Fe2O3,cr3,HDNB78,OBIGT.1,1978-05-05,CGL,cal,-177088.429,-196631.631,21.0129,NA,30.274,31.71,0.00176,0,0,0,0,0,1800
heulandite,Hul,Ca(Al2Si7)O18*6H2O,cr,HDNB78,NA,1978-05-05,CGL,cal,NA,NA,182.4,NA,316.37,179.66,0.06907,-2453000,0,0,0,0,848
heulandite,Hul,Ca(Al2Si7)O18*6H2O,cr2,HDNB78,OBIGT.1,1978-05-05,CGL,cal,-11.741,NA,178.73,NA,316.37,189.23,0.05029,-1643000,0,0,0,0,1000
jadeite,Jd,NaAl(SiO3)2,cr,HDNB78,NA,1978-05-05,CGL,cal,-679445,-722116,31.9,NA,60.4,48.16,0.01142,-1187000,0,0,0,0,1400
K-feldspar,K-Fs,K(AlSi3)O8,cr,HDNB78,NA,1978-05-05,CGL,cal,-895374,-949188,51.13,NA,108.87,76.617,0.004311,-2994500,0,0,0,0,1400
K-phillipsite,K-Php,K2(Al2Si5)O14*5H2O,cr,HDNB78,NA,1978-05-05,CGL,cal,NA,NA,172.1,NA,265,152.66,0.06024,-1845000,0,0,0,0,848
K-phillipsite,K-Php,K2(Al2Si5)O14*5H2O,cr2,HDNB78,OBIGT.1,1978-05-05,CGL,cal,-3.895,NA,170.8767,NA,265,155.85,0.05398,-1575000,0,0,0,0,1000
kalsilite,Kls,K(AlSi)O4,cr,HDNB78,NA,1978-05-05,CGL,cal,-481750,-509408,31.85,NA,59.89,29.43,0.01736,-532000,0,0,0,0,810
kalsilite,Kls,K(AlSi)O4,cr2,HDNB78,OBIGT.1,1978-05-05,CGL,cal,-482526.312,-512142.073,25.2837,NA,59.89,42.5,0,0,0,0,0,0,1800
kaolinite,Kln,Al2Si2O5(OH)4,cr,HDNB78,NA,1978-05-05,CGL,cal,-905614,-982221,48.53,NA,99.52,72.77,0.0292,-2152000,0,0,0,0,1000
kyanite,Ky,Al2SiO5,cr,HDNB78,NA,1978-05-05,CGL,cal,-580956,-616897,20,NA,44.09,41.393132,0.006816463,-1288210.4,0,0,0,0,466
larnite,Lrn,Ca2SiO4,cr,HDNB78,RH95.5,2020-07-06,CGL,cal,-523709,-551315,30.5,NA,51.6,34.87,0.00974,-626000,0,0,0,0,970
larnite,Lrn,Ca2SiO4,cr2,HDNB78,OBIGT.1,2020-07-06,CGL,cal,-523329.235,NA,30.1022,NA,51.6,32.16,0.01102,0,0,0,0,0,1710
larnite,Lrn,Ca2SiO4,cr3,HDNB78,OBIGT.1,2020-07-06,CGL,cal,-524553.027,NA,18.2296,NA,51.6,49,0,0,0,0,0,0,2000
laumontite,lamt,Ca(Al2Si4)O12*4H2O,cr,HDNB78,SPRONS92.2,1990-03-15,CGL,cal,-1596823,-1728664,116.1,NA,207.55,123.2,0.04447,-1643000,0,0,0,0,1000
lawsonite,Lws,CaAl2Si2O7(OH)2*H2O,cr,HDNB78,SPRONS92.2,1990-03-15,CGL,cal,-1073408,-1158104,55.8,NA,101.32,81.8,0.02336,-1626000,0,0,0,0,848
lawsonite,Lws,CaAl2Si2O7(OH)2*H2O,cr2,HDNB78,OBIGT.1,1978-05-05,CGL,cal,-1073411.895,NA,54.5767,NA,101.32,84.99,0.0171,-1356000,0,0,0,0,1000
leonhardite,Lnr,Ca2(Al4Si8)O24*7H2O,cr,HDNB78,NA,1978-05-05,CGL,cal,NA,NA,220.4,NA,407.86,235,0.08894,-3286000,0,0,0,0,1000
lime,Lim,CaO,cr,HDNB78,NA,1978-05-05,CGL,cal,-144366,-151790,9.5,NA,16.764,11.67,0.00108,-156000,0,0,0,0,2000
magnesiohastingsite,Mg-Hs,Na(Ca2Mg4Fe)(Al2Si6)O22(OH)2,cr,HDNB78,NA,1978-05-05,CGL,cal,NA,NA,163.8,NA,273.8,203.8,0.04955,-4780000,0,0,0,0,950
magnesiohastingsite,Mg-Hs,Na(Ca2Mg4Fe)(Al2Si6)O22(OH)2,cr2,HDNB78,OBIGT.1,1978-05-05,CGL,cal,-247.815,NA,161.0793,NA,273.8,210.6,0.04025,-4602000,0,0,0,0,1050
magnesiohastingsite,Mg-Hs,Na(Ca2Mg4Fe)(Al2Si6)O22(OH)2,cr3,HDNB78,OBIGT.1,1978-05-05,CGL,cal,516.199,NA,163.8042,NA,273.8,207.91,0.04113,-4602000,0,0,0,0,1500
magnesioriebeckite,Mg-Rbk,Na2(Mg3Fe2)Si8O22(OH)2,cr,HDNB78,NA,1978-05-05,CGL,cal,NA,NA,138,NA,271.3,186.26,0.07514,-4518000,0,0,0,0,950
magnesioriebeckite,Mg-Rbk,Na2(Mg3Fe2)Si8O22(OH)2,cr2,HDNB78,OBIGT.1,1978-05-05,CGL,cal,-160.892,NA,133.8269,NA,271.3,198.77,0.05654,-4163000,0,0,0,0,1050
magnesioriebeckite,Mg-Rbk,Na2(Mg3Fe2)Si8O22(OH)2,cr3,HDNB78,OBIGT.1,1978-05-05,CGL,cal,956.799,NA,137.9045,NA,271.3,194.48,0.0583,-4163000,0,0,0,0,1500
magnesite,Mgs,MgCO3,cr,HDNB78,NA,1978-05-05,CGL,cal,-245658,-265630,15.7,NA,28.018,19.731,0.012539,-474800,0,0,0,0,1000
magnetite,Mag,Fe3O4,cr,HDNB78,NA,1978-05-05,CGL,cal,-242574,-267250,34.83,NA,44.524,21.88,0.0482,0,0,0,0,0,900
magnetite,Mag,Fe3O4,cr2,HDNB78,OBIGT.1,1978-05-05,CGL,cal,-240960.953,NA,34.9818,NA,44.524,48,0,0,0,0,0,0,1800
margarite,Mrg,CaAl2(Al2Si2)O10(OH)2,cr,HDNB78,SPRONS92.2,1990-03-15,CGL,cal,-1394150,-1485803,63.8,NA,129.4,102.5,0.01635,-2805000,0,0,0,0,848
margarite,Mrg,CaAl2(Al2Si2)O10(OH)2,cr2,HDNB78,OBIGT.1,1990-03-15,CGL,cal,-1394146.105,NA,65.0233,NA,129.4,99.31,0.02261,-3075000,0,0,0,0,1000
merwinite,Mer,Ca3Mg(SiO4)2,cr,HDNB78,SPRONS92.2,1990-03-15,CGL,cal,-1036526,-1090796,60.5,NA,104.4,72.97,0.01196,-1444000,0,0,0,0,1700
"microcline,maximum",Max-Mc,K(AlSi3)O8,cr,HDNB78,NA,1978-05-05,CGL,cal,-895374,-949188,51.13,NA,108.741,63.83,0.0129,-1705000,0,0,0,0,1400
minnesotaite,Mnn,Fe3Si4O10(OH)2,cr,HDNB78,NA,1978-05-05,CGL,cal,NA,NA,83.5,NA,147.86,88.31,0.04261,-1115000,0,0,0,0,800
monticellite,Mtc,CaMgSiO4,cr,HDNB78,NA,1978-05-05,CGL,cal,-512829,-540800,26.4,NA,51.47,36.82,0.00534,-800000,0,0,0,0,1400
muscovite,Ms,KAl2(AlSi3)O10(OH)2,cr,HDNB78,NA,1978-05-05,CGL,cal,-1336301,-1427408,68.8,NA,140.71,97.56,0.02638,-2544000,0,0,0,0,1000
Na-phillipsite,Na-Php,Na2(Al2Si5)O14*5H2O,cr,HDNB78,NA,1978-05-05,CGL,cal,NA,NA,172.4,NA,265,152.4,0.05648,-2046000,0,0,0,0,848
Na-phillipsite,Na-Php,Na2(Al2Si5)O14*5H2O,cr2,HDNB78,OBIGT.1,1978-05-05,CGL,cal,-3.895,NA,171.1767,NA,265,155.59,0.05022,-1776000,0,0,0,0,1000
